B02,B03,B04,B08,class
5505,8166,8297,18481,urban
3106,5328,3985,21967,urban
6409,7838,7969,11351,urban
3618,5439,5335,15820,urban
2477,2818,2831,5099,urban
1743,3336,2412,18769,urban
5400,6829,7038,16069,urban
1946,3775,2189,27787,urban
1330,2759,1429,19739,urban
8742,10735,11062,14667,urban
6803,8035,8559,11744,urban
4692,6291,6285,17734,urban
2674,4791,3775,21155,urban
5597,7890,7523,15964,urban
5623,7183,7248,14614,urban
2176,4037,2857,19425,urban
11521,13566,17275,19962,urban
1979,3794,3178,17852,urban
4004,4083,4352,7759,urban
4037,5584,5171,18560,urban
4817,6042,7183,15964,urban
7654,8454,10132,12124,urban
5623,5826,5996,6645,urban
6390,7392,8336,9974,urban
2372,4096,2903,22465,urban
1593,3735,1914,21181,urban
7353,9201,8795,19910,urban
3283,4096,4443,12543,urban
2326,4587,2870,23330,urban
1848,4168,2667,23147,urban
4168,5479,5937,16109,urban
9332,10577,12661,13946,urban
1756,3218,2071,20997,urban
3028,4797,5046,14405,urban
1874,3336,3015,16580,urban
2897,4234,3552,15086,urban
2838,3998,3775,15034,urban
10027,11049,11613,15257,urban
7209,7930,8559,10748,urban
4312,4810,4771,12648,urban
2287,4116,3618,18822,urban
6160,7170,7615,11298,urban
10315,11324,13474,15125,urban
3644,5335,4509,18612,urban
2530,4188,4024,16462,urban
1547,2648,2766,18245,urban
4116,5911,5774,18350,urban
3827,5046,5715,14772,urban
3251,4660,5072,9804,urban
5767,6973,8402,11521,urban
2648,3342,4122,4968,urban
7445,8729,9437,11954,urban
3296,3958,4686,10053,urban
3604,5171,4587,20198,urban
6999,7904,8559,11482,urban
6514,7904,10472,11560,urban
15348,16541,17406,18638,urban
7314,9280,9870,15204,urban
1796,3028,1914,15519,urban
2543,4168,3683,16738,urban
2150,4024,2399,19765,urban
1291,3493,1724,25349,urban
8559,10132,11849,12635,urban
3539,5144,4076,20971,urban
4155,5171,4863,17642,urban
3853,4443,4856,8415,urban
1625,3814,2058,21102,urban
5190,6803,6298,19359,urban
5256,6010,6907,8441,urban
4188,6639,6678,14890,urban
1383,1809,2176,8257,urban
3958,5734,5151,18324,urban
4063,4587,5400,17826,urban
8860,10119,11023,11849,urban
8506,10001,12504,14038,urban
6973,8454,10381,12897,urban
4384,5767,6390,14942,urban
6881,7287,8441,9817,urban
2739,3932,3657,12281,urban
1468,2674,1435,25716,urban
5059,6252,6920,9070,urban
4548,5177,5564,13566,urban
2929,3080,3185,7654,urban
2366,3919,3231,16882,urban
2831,4129,4181,18717,urban
11783,13684,15047,16947,urban
1488,3696,1966,21810,urban
3074,4299,4653,16056,urban
6042,6881,7641,10630,urban
5112,6259,6947,12845,urban
5767,6920,7274,15453,urban
3591,5007,4836,16318,urban
4928,5466,5878,6658,urban
6986,7864,9109,14942,urban
3224,4260,4836,12203,urban
2189,4122,2969,19123,urban
2615,4024,3998,14942,urban
3762,4797,4948,12570,urban
5466,6776,7602,14457,urban
7995,9345,8467,19005,urban
8729,9699,10748,13408,urban
8624,8310,8978,11718,urban
5859,7314,8048,15610,urban
6396,7576,7707,11534,urban
2897,3899,4948,14024,urban
1494,3919,1861,21836,urban
4686,6082,5937,15388,urban
3696,5190,4607,19647,urban
2844,4496,3827,17668,urban
7458,8624,8598,13736,urban
2215,4810,2667,27394,urban
2543,3932,3106,18782,urban
4994,5944,6121,15322,urban
2372,3441,3087,15873,urban
8664,9581,11128,13290,urban
4817,6495,6737,16659,urban
5977,6920,7379,13553,urban
3178,4705,4181,21076,urban
6586,7943,9542,16043,urban
6160,8113,8520,16829,urban
11954,12806,15322,19438,urban
1579,2969,1691,23724,urban
4836,6606,7510,14614,urban
1134,2641,1389,18704,urban
8048,8991,9961,10669,urban
4286,6829,6704,14418,urban
11731,13893,18258,19582,urban
1769,4391,2136,24169,urban
5734,7091,7012,17485,urban
6403,6934,10590,11678,urban
5230,5970,6907,12976,urban
4089,5728,5675,14313,urban
6750,7995,8677,12478,urban
2058,3591,3244,17196,urban
2084,3211,4712,17904,urban
1579,3355,1966,25401,urban
8493,10407,10984,13657,urban
6252,7379,7956,16174,urban
3316,4607,4909,13395,urban
2910,4548,3886,19162,urban
2143,4089,3447,15060,urban
11206,12884,14182,15951,urban
1579,3840,1861,25428,urban
2549,4810,3342,20014,urban
1783,3585,2136,24143,urban
3277,4738,4692,16685,urban
2399,3945,2556,25899,urban
10420,11259,12032,14300,urban
2733,4260,4620,15742,urban
3159,4640,4823,15283,urban
3454,4627,4810,14483,urban
4430,5970,5269,11390,urban
5688,6763,6029,13408,urban
3172,4994,4751,18219,urban
9424,12360,12792,15034,urban
2163,3264,3460,14732,urban
3480,4941,4902,15021,urban
9254,10433,12098,16043,urban
4666,5780,7065,13028,urban
7589,8533,10276,15755,urban
1284,3762,1665,26869,urban
2163,3853,3251,15479,urban
6685,8388,8926,14326,urban
2556,4548,3231,22282,urban
3932,4863,5610,11193,urban
3565,5144,4299,18061,urban
5898,6678,7759,10905,urban
7170,8349,9332,10931,urban
2385,3185,2674,13199,urban
4496,5977,5584,18048,urban
6436,8035,9280,12674,urban
3808,4417,3945,8624,urban
8952,10001,11456,12216,urban
5217,6580,7392,18075,urban
2687,4594,4299,15479,urban
4968,6055,7602,8205,urban
3074,4594,4719,13802,urban
9293,11049,12832,15139,urban
4968,6055,6606,17380,urban
3703,4941,5053,10774,urban
3251,4941,4909,16816,urban
1901,3631,2831,19110,urban
24248,24353,25585,25978,urban
2005,3395,2929,19503,urban
6357,8113,11403,17380,urban
4522,5852,5826,14562,urban
9175,10158,11102,12910,urban
5426,7012,8375,11390,urban
2366,4155,2903,21548,urban
2490,3788,2851,18966,urban
7825,9660,11206,16305,urban
1370,3224,1507,18337,urban
4227,5223,6108,17786,urban
6947,8205,8913,16358,urban
2752,5125,3388,18297,urban
3054,3971,4784,6442,urban
1861,3368,2569,19411,urban
1769,3985,2307,21758,urban
1108,3015,1632,19661,urban
3591,3735,3880,5964,urban
7484,7681,8546,14627,urban
1625,2884,2490,16174,urban
8257,9031,11521,13985,urban
6639,7812,7943,10066,urban
7563,8677,9240,12806,urban
4371,5643,5636,16685,urban
4207,5020,5649,6842,urban
2143,3565,2556,5164,urban
3591,5190,5374,14352,urban
3827,4483,7668,15977,urban
4207,5937,5525,18992,urban
2307,3270,3631,11940,urban
3650,4391,4076,13081,urban
2530,4247,3709,16960,urban
2805,4483,4378,19071,urban
2189,4089,3047,19385,urban
7641,8415,10197,12622,urban
3316,5099,4784,19018,urban
5479,6488,6580,12622,urban
2530,4129,3080,23409,urban
3559,4922,4437,15938,urban
4974,6088,6521,11206,urban
1612,3015,1665,25952,urban
5911,8375,9581,13618,urban
1645,2071,2333,6567,urban
1265,2405,1442,16790,urban
14876,15755,13159,17930,urban
3441,5269,5643,20473,urban
4843,5734,5918,10250,urban
2379,4037,3526,18258,urban
4587,6291,6239,16987,urban
4089,5570,5570,14824,urban
4188,5230,5728,12543,urban
3735,5289,5787,21312,urban
7156,8375,10250,14077,urban
1324,3460,1527,27184,urban
6606,7615,7537,14339,urban
1324,2674,1475,19949,urban
1743,3545,2438,19818,urban
5407,6331,7222,8533,urban
6108,6055,6180,9843,urban
3958,4430,4686,9358,urban
1769,3139,2543,17668,urban
4705,5243,5715,13605,urban
4011,5525,5610,16240,urban
6947,8375,9398,10617,urban
2903,4640,3631,14391,urban
8192,10813,10800,17026,urban
2248,3788,3290,14051,urban
3054,4758,4220,19005,urban
4142,5335,6016,11980,urban
4234,5728,5439,14378,urban
8048,10538,11796,19162,urban
2326,4155,3067,18035,urban
7314,7995,9254,9214,urban
6829,9122,8690,13880,urban
2648,4384,3932,16410,urban
7602,9489,9319,13998,urban
5269,6396,6134,14929,urban
7602,8244,9345,12137,urban
3526,5086,4640,16371,urban
5184,6121,7772,9214,urban
1330,3113,2038,19202,urban
6357,7694,7733,14024,urban
3834,5262,5184,12845,urban
4011,5531,4902,21233,urban
780,1553,990,10355,urban
7681,10001,10381,15073,urban
3709,4705,5439,10472,urban
2582,4116,3735,18940,urban
1835,4129,2333,20132,urban
4784,4804,4719,12897,urban
9201,9830,10630,11233,urban
6855,7772,8113,11600,urban
3526,4306,3794,14129,urban
4299,5282,5715,11796,urban
2353,4201,3159,19294,urban
5518,7248,7078,16528,urban
1488,3362,1855,18651,urban
2202,4129,2766,20552,urban
5413,5636,5007,8087,urban
1737,3840,2104,21915,urban
3290,4954,4968,16960,urban
2136,4417,3316,17786,urban
3598,5466,4640,15886,urban
1337,3139,1881,20919,urban
3133,5020,4450,20172,urban
1868,3722,2503,19726,urban
3683,5321,5715,19136,urban
2222,3919,3218,19792,urban
6658,7917,7864,14274,urban
6003,6999,6973,16358,urban
9450,10918,12779,14090,urban
5203,7117,6023,21495,urban
11757,13133,15021,15899,urban
4928,6947,7143,16554,urban
1370,2713,1684,20840,urban
5348,6514,6055,15545,urban
2058,3618,2805,15375,urban
3893,4784,4738,17996,urban
1874,3591,2543,21364,urban
4299,5662,5387,16541,urban
6128,7550,7038,16803,urban
4129,5308,6226,14719,urban
7314,8703,9463,12176,urban
1389,2897,1874,15479,urban
4247,4627,4797,9909,urban
3696,3775,4555,5400,urban
2693,4129,3192,22046,urban
5230,5675,10735,14483,urban
1167,2785,1691,23776,urban
5203,5675,6167,8703,urban
3985,5282,5905,7864,urban
7327,6973,4371,12924,urban
2045,3906,2805,20604,urban
1258,1730,2071,4312,urban
6331,7432,9109,10722,urban
7156,9280,9804,16764,urban
3251,3998,4751,12845,urban
5190,6180,6626,13395,urban
6200,7746,7589,17341,urban
4686,5538,5806,10866,urban
1901,3447,1691,23514,urban
4784,5387,5741,12845,urban
2123,3368,2956,14221,urban
10040,11442,12111,14339,urban
2071,4653,3296,26948,urban
3722,4312,4522,6829,urban
10984,12583,14064,17026,urban
4017,4352,4338,9201,urban
3251,4758,4299,19477,urban
9660,11324,12557,14260,urban
2248,3880,3178,18363,urban
2549,3683,3847,10407,urban
5086,6816,6527,16266,urban
6200,7484,7851,13933,urban
7497,7746,8166,9031,urban
7602,9175,11193,13907,urban
4640,5256,6868,10341,urban
1396,2798,2077,17812,urban
1494,3965,2104,27656,urban
12150,14562,17393,18297,urban
2287,3074,3074,7681,urban
2300,3159,4207,5190,urban
9909,11272,13304,15558,urban
3867,5466,4640,19359,urban
7261,7812,8074,12203,urban
8887,10761,13238,15204,urban
7261,8310,8965,12648,urban
2268,4168,2943,19215,urban
2018,3788,1743,29569,urban
6396,7786,9306,16095,urban
8520,9870,10735,14038,urban
8008,11888,10263,19058,urban
4784,5872,6475,12609,urban
7668,8205,8559,8978,urban
2425,3106,4679,5590,urban
4758,5774,6737,8533,urban
6154,7589,8035,14038,urban
6455,7668,8834,11089,urban
3408,5099,4823,17524,urban
2969,4922,3775,20866,urban
3604,5584,5033,16384,urban
3310,4070,4968,5911,urban
4411,5059,5177,11180,urban
6776,7563,8100,13199,urban
9201,10971,12124,15348,urban
5944,6842,7445,14339,urban
3591,5308,4483,20657,urban
9856,10800,12701,13998,urban
5092,5806,6383,9647,urban
2759,4876,3696,18061,urban
4627,6069,6593,12910,urban
8126,9057,9044,13369,urban
2307,4168,3126,23829,urban
7759,9752,9712,16187,urban
5426,6947,7301,15191,urban
5282,6075,6449,11652,urban
6298,7078,7930,16698,urban
4220,5420,5885,13802,urban
2517,3801,3310,13540,urban
6331,7287,8271,9254,urban
7261,8205,9516,10905,urban
8192,9424,10577,12832,urban
6141,7668,7327,17183,urban
6698,6881,7772,9437,urban
2884,3729,4011,10040,urban
5099,6291,6567,16790,urban
3310,4856,4424,15742,urban
3867,5400,5787,18874,urban
6370,7065,7917,8808,urban
2025,3585,2713,22413,urban
2811,4535,4620,15886,urban
6016,7130,6868,9581,urban
3192,5492,4994,16462,urban
2969,4293,4653,18035,urban
3434,4640,4076,20840,urban
4646,6213,6252,17393,urban
11560,12504,15125,15702,urban
6894,8651,9175,17341,urban
6580,8310,9070,11272,urban
8061,9529,10800,11403,urban
5911,6947,7497,11180,urban
1560,3447,2032,20814,urban
2235,4358,3205,16593,urban
1815,3382,2346,23121,urban
1160,2988,1245,19503,urban
4496,5793,5564,18874,urban
3133,3192,3906,4679,urban
6658,7759,8572,14418,urban
4102,4483,5210,7065,urban
4679,5964,6095,11102,urban
8139,9280,10525,13579,urban
6095,7392,7851,10918,urban
1573,3473,2490,14405,urban
4522,6016,6658,16226,urban
6036,7654,7523,13356,urban
8297,9896,10486,15742,urban
931,2608,1488,21627,urban
3251,4030,6685,10250,urban
1743,3454,2189,22361,urban
4968,6488,6999,14706,urban
2621,4260,4679,14654,urban
3296,4679,5177,14011,urban
1055,2589,1317,19792,urban
1180,1134,1468,4601,urban
7196,8729,10119,11167,urban
4260,5688,5610,16358,urban
1940,3886,2752,19215,urban
3827,4745,4686,19529,urban
4057,6108,6147,23330,urban
3657,5086,4614,18389,urban
7602,7668,9136,10053,urban
2713,4417,3447,22151,urban
6344,8310,8166,17852,urban
5964,7628,8441,15073,urban
2916,3952,3244,13330,urban
6252,7012,8126,11639,urban
2431,4640,3342,21286,urban
2615,5099,3486,24510,urban
5112,6173,6855,12989,urban
4220,5256,4660,15217,urban
7772,8362,9227,10027,urban
6357,6632,6540,8664,urban
4889,6645,6121,17603,urban
2182,4568,3316,19280,urban
3604,4712,4764,17183,urban
3513,5623,6324,16004,urban
2608,4175,4483,19595,urban
2071,2366,3041,5636,urban
2949,4306,3735,19910,urban
1822,3467,2405,20683,urban
3329,5020,3814,21207,urban
2523,4168,3985,15781,urban
3840,4325,4981,7589,urban
13356,15388,17026,20159,urban
1815,3447,2228,20552,urban
3749,4679,5511,8428,urban
5538,6999,7222,10486,urban
2936,5007,4371,23042,urban
1920,3473,2962,16462,urban
3447,5164,3827,5190,urban
23619,25926,26371,28101,urban
3604,4548,4705,11495,urban
4915,6560,6999,15584,urban
4050,4424,5354,6377,urban
2117,3178,2956,13566,urban
6436,6947,7654,10105,urban
11010,11901,13710,13422,urban
3749,5492,5302,16122,urban
5295,6619,6272,15086,urban
4627,5531,5911,12412,urban
5420,6934,7943,14719,urban
1442,3146,2353,18075,urban
3296,4574,4404,11770,urban
6475,7995,10394,11390,urban
4889,5479,6069,7969,urban
1671,3165,2635,19857,urban
9870,13304,12989,15099,urban
3735,5203,4234,19307,urban
8480,10813,11272,17354,urban
4338,4928,5649,7353,urban
2661,4830,3932,19647,urban
4614,5806,6324,12897,urban
6134,7550,7274,16266,urban
6088,7458,7353,16226,urban
4450,6154,5754,17708,urban
5990,6960,7379,10355,urban
8546,10040,10223,17930,urban
1606,4247,1874,24064,urban
2582,4201,4070,18966,urban
4378,5269,5610,13173,urban
2274,4050,3054,18769,urban
1697,4214,2163,24641,urban
1638,3323,1933,24930,urban
2969,4666,4207,18691,urban
3591,4784,4522,15165,urban
6475,8271,8913,17891,urban
1193,2792,1927,19202,urban
3677,5610,5086,16122,urban
3906,5662,5505,16607,urban
5184,5525,6252,7419,urban
8913,11206,11154,13540,urban
2372,4188,2929,23829,urban
2123,4024,2890,19818,urban
1540,2956,2320,14916,urban
4378,5675,6055,16253,urban
4823,6370,5872,21024,urban
2379,3860,3847,16004,urban
4234,5951,6422,10250,urban
7301,8402,6960,19149,urban
12753,15099,16646,20421,urban
2222,3414,3657,12491,urban
6363,7432,7379,13068,urban
3087,4719,4352,16004,urban
8113,9529,10590,14077,urban
2458,3054,3028,9673,urban
5210,6114,6383,12753,urban
4686,5872,7170,18507,urban
7877,9450,10643,14798,urban
15624,14601,14418,17563,urban
3002,4476,5754,18245,urban
1534,4220,1992,22780,urban
6599,8480,9791,13055,urban
4522,6088,5688,20499,urban
2884,3316,3598,10839,urban
4155,5361,5230,12792,urban
9018,9175,10617,11469,urban
3749,4948,4810,12884,urban
3146,3486,4129,6973,urban
4188,5453,5597,13120,urban
4987,5662,6200,7982,urban
3880,4627,3447,19280,urban
2248,3932,3618,16371,urban
3185,4968,4207,17459,urban
3460,4194,4574,10617,urban
2169,3139,3329,10250,urban
4679,6029,6750,14588,urban
2929,4430,4070,16043,urban
9870,11062,12504,16725,urban
6187,7340,7274,12701,urban
4561,5918,5774,13749,urban
5203,6075,6737,12085,urban
2123,4260,2674,22675,urban
10761,12452,13972,14745,urban
5256,6580,7641,14745,urban
7720,8991,9830,10892,urban
1330,2943,2143,23619,urban
3395,4719,4928,12163,urban
5230,6488,6147,12294,urban
6121,7982,8257,10590,urban
8257,8887,10263,10866,urban
5859,7392,6318,11744,urban
6527,7065,7012,16895,urban
6508,7261,8769,12596,urban
3618,5236,4496,18691,urban
5387,5636,6514,7707,urban
6088,6671,6291,14536,urban
3231,4876,4535,16004,urban
1547,2438,1547,18297,urban
1540,3735,1724,27865,urban
5190,7104,6986,17852,urban
4142,5806,4863,16607,urban
3985,4443,4679,7694,urban
3257,3735,4358,6029,urban
1507,3277,2051,23199,urban
4142,5072,5557,7995,urban
5387,7405,8493,15702,urban
2635,4293,3427,17380,urban
1717,3650,1783,22072,urban
4155,6318,6698,16947,urban
4017,5675,5636,12963,urban
2051,4089,3146,20447,urban
6567,7366,12176,13474,urban
4515,6121,5931,15322,urban
3231,5518,4352,14955,urban
2163,3867,3211,15492,urban
6331,7340,9345,10053,urban
5557,7445,7720,14313,urban
3257,5138,5400,14221,urban
2818,4509,4089,16869,urban
2071,3906,2733,20159,urban
1573,3486,1730,16974,urban
4909,6514,5702,17498,urban
1396,3028,2228,18769,urban
8873,10197,10839,12255,urban
3270,4699,4181,18389,urban
7930,9437,9974,14955,urban
1167,2091,2569,7025,urban
2471,3644,3768,9765,urban
3657,4686,5328,17668,urban
5046,5151,5426,13225,urban
1547,3264,1802,18848,urban
2857,4679,4391,15427,urban
4247,5511,4836,21967,urban
1842,3178,2602,22623,urban
4116,4732,4568,11010,urban
5282,6658,7445,12648,urban
4063,5177,5570,9673,urban
1973,3722,2687,20198,urban
3237,5492,4732,17616,urban
2477,4443,3526,17734,urban
6095,7681,8297,16672,urban
1822,3526,2209,22832,urban
6580,7261,7287,11678,urban
3539,4260,5086,11141,urban
845,1114,1284,6495,urban
1389,1848,1999,4057,urban
2713,4312,3794,17996,urban
4679,6658,6278,19818,urban
3080,4319,3657,13382,urban
1632,3840,1802,21679,urban
11888,13762,14942,15532,urban
11102,13199,14876,16318,urban
2811,4915,4175,18822,urban
3342,4836,5099,15977,urban
1848,3565,2399,19005,urban
3002,4915,3886,18101,urban
2425,3958,3827,14588,urban
6318,6121,8349,10027,urban
4463,6311,5688,14156,urban
6829,8061,8729,10158,urban
6403,7104,7733,13828,urban
5754,7287,6789,14483,urban
5007,6894,6816,13880,urban
5911,7117,6881,9188,urban
2621,3827,3382,16082,urban
21469,24300,33030,39190,urban
3480,5262,5479,17013,urban
8349,9031,9673,10132,urban
1979,3067,2884,12255,urban
1946,3290,2359,18402,urban
2818,4279,3565,22596,urban
5151,5754,5623,10368,urban
4273,6160,7287,17131,urban
4207,6534,6252,19674,urban
5977,7563,7628,12504,urban
3015,3926,3971,12609,urban
5859,7550,7563,16698,urban
2857,4994,4220,19661,urban
4129,5190,5505,8991,urban
6881,8677,9765,13382,urban
2025,3126,3277,14038,urban
5911,7982,8192,16331,urban
1488,3093,2431,14745,urban
7274,8913,8913,13094,urban
5387,6206,7183,8991,urban
1658,4011,1842,32951,urban
1638,3650,1783,24510,urban
9988,11980,12412,14208,urban
5570,6999,8048,12399,urban
3080,4784,4030,13513,urban
2805,4129,3237,13055,urban
4587,6232,7130,16515,urban
5151,6671,6947,14536,urban
6750,7720,8559,13408,urban
1822,3342,2326,23042,urban
2517,4535,3408,21260,urban
7196,8873,9673,10289,urban
3618,4535,3880,15768,urban
5210,6606,6534,15388,urban
2346,4083,3290,19529,urban
6986,8480,10656,13566,urban
10223,11521,13762,14405,urban
6016,7353,7156,14942,urban
3677,5459,5020,21941,urban
2176,4207,2779,20735,urban
11560,13055,12648,21155,urban
4194,4686,4817,6999,urban
10957,11456,12924,16148,urban
4168,4981,4810,9581,urban
4823,5688,6475,7012,urban
5944,7261,7733,8179,urban
8375,9306,10341,12268,urban
4168,5020,4974,11626,urban
3945,5407,4745,15886,urban
4548,6776,6488,20290,urban
9712,12609,13789,16620,urban
2058,3775,2556,19988,urban
2431,4627,3113,21443,urban
1540,4352,2071,25637,urban
4365,6147,5400,19713,urban
4430,4981,5833,11338,urban
4207,5767,5466,16043,urban
3926,5557,4981,14260,urban
1730,3775,2077,22151,urban
1599,4227,1665,23409,urban
1645,3447,1973,24825,urban
2150,4089,3486,16240,urban
12688,13933,13304,12111,urban
2988,4587,3880,11351,urban
2975,4050,4299,13343,urban
3054,4909,4181,20683,urban
2051,4102,2576,23855,urban
3985,5518,5584,13343,urban
4102,5453,6816,13749,urban
5492,6554,7799,9765,urban
2051,3467,2667,23068,urban
3500,5833,4751,21338,urban
4607,6344,5878,17419,urban
3893,4463,4935,7314,urban
2798,3985,3932,14876,urban
6383,7497,8703,11600,urban
6298,8035,9529,12019,urban
3447,3906,4168,6206,urban
5112,6711,6907,17052,urban
2169,4181,4011,15427,urban
4915,6763,6409,13723,urban
2811,4863,3670,19215,urban
3434,4784,4299,16253,urban
2641,4456,3932,18389,urban
4207,5570,5190,13815,urban
7537,8598,10145,13540,urban
4692,6370,5793,16122,urban
7209,8192,8087,15991,urban
2340,3991,2995,11023,urban
2064,3421,3074,14470,urban
7235,9385,9332,16738,urban
4981,6147,6239,15191,urban
7550,8362,8415,12989,urban
12321,12268,12255,18927,urban
1769,4024,2228,19123,urban
4732,6842,6436,11652,urban
12321,12976,14300,14562,urban
3486,4568,4469,16869,urban
6468,9070,9411,19044,urban
8021,9280,9503,16371,urban
3002,4299,3906,18415,urban
2549,3985,3152,21522,urban
7550,8978,9424,13644,urban
5970,7917,8310,13146,urban
3735,4751,8021,16292,urban
3788,5361,4456,23383,urban
7340,10092,11718,14798,urban
8887,8952,8454,17970,urban
1756,3447,2713,15991,urban
2261,3742,3670,15833,urban
7733,9489,10027,10119,urban
7274,8139,9280,10276,urban
3382,4836,3899,20093,urban
5007,6652,6324,18061,urban
2058,4555,2359,27865,urban
4640,5662,5800,15925,urban
3906,5570,5479,16292,urban
7589,8690,10368,12661,urban
4909,5584,6252,13015,urban
2156,3178,3067,17603,urban
3578,5138,4365,19477,urban
4365,6291,6436,16895,urban
13238,15204,16593,17157,urban
2838,3604,3519,14326,urban
2209,3460,2530,17734,urban
4745,6750,6226,16646,urban
7550,10040,10997,16226,urban
3421,4207,4443,7838,urban
9607,10656,11220,11823,urban
1979,1874,1933,4863,urban
5872,7353,7471,13867,urban
2189,3441,3002,14116,urban
1507,3788,1625,26869,urban
1979,3119,4404,19202,urban
2313,3775,2929,16030,urban
2189,3316,2798,17983,urban
2576,4247,3441,18795,urban
3657,4987,4968,12989,urban
5544,6370,7379,9437,urban
1796,3775,1992,22203,urban
35232,33633,36962,36778,urban
7681,9031,9568,13697,urban
7786,8598,9398,11560,urban
4902,5492,6042,8349,urban
3644,4948,5151,12897,urban
4391,4719,5623,8795,urban
4168,4968,4915,15204,urban
1422,3113,1842,19149,urban
6960,8533,8415,10761,urban
3100,4437,4928,17708,urban
4227,5144,5020,16397,urban
11639,13749,15977,17445,urban
9752,11298,14483,17026,urban
2635,4542,3631,19713,urban
3067,3755,4666,6554,urban
5466,6947,7969,15610,urban
2117,2949,2923,16803,urban
1252,2268,1868,13789,urban
3801,5354,6114,17485,urban
3912,5466,4915,19202,urban
3788,5289,5315,19267,urban
7641,7510,7471,9489,urban
6698,8061,8506,11429,urban
1953,3644,2562,19044,urban
5007,5859,5996,11311,urban
4974,6960,7156,17209,urban
4653,5787,5951,11718,urban
1671,3670,2025,21338,urban
3775,3821,4587,6960,urban
7261,8061,8834,9765,urban
3978,4712,5282,7353,urban
4692,6567,7052,18560,urban
8061,8520,9070,9568,urban
2608,4686,3814,20683,urban
3192,3762,4194,6213,urban
2910,4941,4561,19411,urban
8454,10066,11600,17668,urban
1527,2733,1861,14863,urban
4030,5112,5636,13907,urban
2667,4561,3690,17996,urban
1894,3237,2359,14942,urban
4266,5964,6042,15322,urban
2189,2831,2582,11338,urban
3224,5020,5007,16004,urban
3618,4902,5335,9070,urban
3185,4574,4247,16030,urban
7602,9489,9634,17275,urban
2897,4352,3932,18586,urban
1848,4614,2635,32663,urban
1094,2156,1534,10092,urban
3880,4542,5092,12688,urban
3316,4391,4096,14431,urban
1999,3198,2582,19726,urban
9437,10355,11705,13264,urban
3434,5027,4299,19923,urban
3565,5033,5498,18848,urban
3893,5498,6521,15545,urban
1507,3002,1907,18874,urban
4797,6632,6934,16672,urban
8231,8690,8729,8729,urban
7156,7733,8664,13854,urban
8900,9817,11416,12688,urban
9935,11416,12517,13893,urban
1848,3382,2877,17878,urban
2792,3873,3473,13055,urban
4522,6377,6436,16200,urban
3047,3585,3251,10079,urban
5046,6763,6475,16161,urban
5597,6409,7943,12294,urban
4653,5387,6187,9896,urban
4102,5996,6055,17668,urban
4686,6698,6645,14562,urban
3283,5046,4017,16882,urban
5282,5911,5479,7563,urban
1121,2136,1488,8480,urban
3880,4496,5138,6540,urban
3788,5027,5020,15086,urban
3198,5190,5053,17878,urban
3775,4751,4620,15125,urban
3716,5453,5597,15715,urban
1894,3506,2949,14863,urban
11416,13435,15715,16082,urban
9122,9739,10813,12334,urban
2228,3677,3290,17983,urban
3231,4522,4745,17341,urban
8703,9974,11521,12871,urban
4076,5223,4738,15873,urban
8926,10237,10866,17013,urban
8769,9319,10407,12137,urban
8179,9542,11023,11613,urban
2739,4004,4155,12530,urban
4653,5466,6003,16659,urban
2412,3821,3460,20277,urban
3821,5413,5295,18337,urban
2018,3362,2169,19726,urban
3355,4168,4050,11875,urban
4483,6304,5885,16751,urban
3316,3985,4836,5846,urban
2779,4496,3749,18075,urban
4522,6586,5610,13736,urban
1874,2517,2936,9018,urban
3604,4319,4660,13592,urban
2667,4712,3801,17603,urban
5911,8362,8297,18271,urban
3853,5131,5806,14274,urban
5531,5413,5898,7170,urban
1999,3454,2490,21364,urban
2628,4502,3244,20224,urban
1730,3093,2949,19149,urban
4679,5269,6147,7248,urban
2045,3290,2654,16502,urban
4915,6763,7733,14981,urban
2831,4784,3827,16109,urban
3441,3840,4443,8598,urban
4745,6128,6488,8559,urban
1003,2831,1311,26896,urban
2621,3644,3768,26188,urban
6934,8559,8349,14693,urban
2549,4306,3893,14562,urban
2169,3853,2825,20447,urban
1973,2923,2792,13789,urban
7340,8349,9804,13618,urban
2294,3788,2864,21522,urban
4817,6671,7392,15781,urban
3113,5190,4391,16725,urban
4935,6042,6436,16607,urban
6436,7471,7812,11220,urban
2713,4155,3500,16620,urban
3814,5400,5374,18428,urban
2235,3677,2805,23068,urban
3218,5177,5007,14667,urban
5682,6580,7130,11534,urban
6324,8113,8873,13802,urban
2045,3598,2831,18350,urban
5099,7274,8349,12491,urban
3985,4601,4279,13487,urban
5466,7025,7497,13802,urban
1632,4155,2091,25611,urban
4692,5269,5924,8415,urban
4155,6422,6436,14968,urban
9503,10918,12674,14562,urban
8257,9568,11141,13225,urban
2228,4653,2805,26266,urban
2438,3532,3519,11141,urban
5466,7733,7170,18651,urban
1075,2857,1219,22623,urban
6973,8454,8703,13566,urban
3559,5131,6023,15781,urban
1940,2975,2418,13697,urban
1258,2766,1619,18507,urban
3604,5072,4823,15309,urban
3709,5584,5662,14654,urban
4784,6750,5636,20447,urban
7838,8952,9686,11770,urban
6436,7287,7707,8546,urban
2091,3074,3447,11560,urban
3323,4673,3729,16122,urban
3939,6088,6881,15139,urban
8480,9175,9817,14300,urban
2012,3414,2838,17105,urban
9031,10223,10472,12753,urban
11836,15361,17524,19333,urban
3919,4496,4666,12294,urban
2654,4358,3460,18612,urban
4889,6173,5820,11954,urban
