B02,B03,B04,B08,class
885,3074,2543,18927,quarry
23147,25375,28442,30461,quarry
15545,18533,20945,23409,quarry
4070,4836,4994,5813,quarry
4247,4758,5354,5826,quarry
6042,6606,6619,7156,quarry
2720,3840,6055,6527,quarry
4319,4863,5570,6187,quarry
3559,3952,3958,4338,quarry
3290,3762,3998,4175,quarry
12347,16475,17341,24877,quarry
3814,4247,3932,4299,quarry
12216,14654,15833,17563,quarry
1560,3329,3093,18501,quarry
4450,5112,5407,5728,quarry
5918,7025,7523,8008,quarry
4476,5492,6206,6396,quarry
4194,5144,5820,7864,quarry
7327,8454,10197,10348,quarry
5688,6671,7681,8113,quarry
28311,33344,36070,39452,quarry
2444,3316,3434,9424,quarry
6580,9136,12216,13566,quarry
12425,14496,15427,18881,quarry
1822,3316,3277,13638,quarry
5728,6671,7825,8991,quarry
6580,8782,9398,16928,quarry
44328,47814,52061,56150,quarry
5538,5872,5898,6062,quarry
6383,8179,9699,18618,quarry
4745,5164,5400,5800,quarry
3788,4037,4299,4515,quarry
3631,4057,4234,4574,quarry
5780,8782,8402,20945,quarry
4129,5112,6383,6868,quarry
4352,5426,7471,8139,quarry
2045,4352,3840,16344,quarry
4430,5190,6187,6658,quarry
9280,10184,10525,11390,quarry
6226,7628,9175,10171,quarry
3441,4614,5924,7078,quarry
7130,7471,7392,8035,quarry
3893,4338,4286,4614,quarry
5911,6547,6442,6455,quarry
3421,3598,3808,4116,quarry
4011,5937,6586,17164,quarry
2916,4076,4391,9830,quarry
4574,6816,7864,14208,quarry
4424,8297,9385,22334,quarry
10551,10918,11469,12478,quarry
3847,4620,4882,5243,quarry
1232,2608,1940,13540,quarry
2523,4076,4627,11213,quarry
4299,5453,6842,7537,quarry
2897,3801,4325,5190,quarry
6160,8008,9489,10525,quarry
8965,11993,14208,15742,quarry
9712,12845,14588,19765,quarry
6062,6029,6645,7353,quarry
3788,4823,5754,7471,quarry
4338,4679,4771,5105,quarry
19529,22046,25165,31404,quarry
4889,6619,7694,7812,quarry
3958,4260,4338,4784,quarry
3257,4266,5505,6075,quarry
6344,6803,6894,6986,quarry
8441,10748,11954,14903,quarry
4535,4895,5020,5079,quarry
18481,22701,24143,26083,quarry
5046,5616,5944,6527,quarry
4673,4876,5086,5439,quarry
4719,6298,7838,9247,quarry
5964,5767,6147,6586,quarry
15375,21128,23829,26974,quarry
3945,4496,4732,4869,quarry
4207,6763,6999,17380,quarry
4279,4116,4430,5040,quarry
3178,4273,4089,4030,quarry
4070,4542,5033,5610,quarry
19215,21705,22361,25585,quarry
5361,6042,6560,7189,quarry
10394,11272,11993,12792,quarry
9804,12583,13985,16960,quarry
6108,8218,8100,20106,quarry
4496,6055,9765,11639,quarry
4535,4732,5066,5341,quarry
4476,5623,6776,7759,quarry
4496,4823,5243,5479,quarry
5164,6042,6239,6973,quarry
9673,12452,14405,15329,quarry
4915,5695,5918,6082,quarry
3709,6416,5570,19726,quarry
4234,4404,4607,4574,quarry
14798,18022,20093,23697,quarry
14798,17996,19910,23986,quarry
8021,10119,11573,14758,quarry
3211,3696,3853,4089,quarry
3296,4791,6737,7759,quarry
4286,4863,5190,10263,quarry
5439,6082,6160,6331,quarry
3388,5144,7405,8179,quarry
5603,5780,5951,6449,quarry
4234,5695,6789,8008,quarry
4522,5446,5885,6042,quarry
2136,3100,2811,10761,quarry
2903,4129,4404,12366,quarry
13304,16174,17327,23724,quarry
9267,10459,11613,17105,quarry
4889,5144,5184,5426,quarry
4463,5059,5262,5492,quarry
2897,3775,4076,5754,quarry
3762,4325,4968,6652,quarry
7550,9450,10984,12635,quarry
4378,5623,6409,8716,quarry
4279,5059,5380,5774,quarry
5820,6527,6947,7399,quarry
17118,21705,23724,24346,quarry
23671,26529,29753,31955,quarry
4279,4653,4719,5184,quarry
3205,3264,3349,3945,quarry
3919,4483,4764,5171,quarry
3290,3388,3971,4096,quarry
3618,4522,4522,5335,quarry
3703,4207,4411,4941,quarry
4168,4640,5112,5400,quarry
4148,4732,5767,6383,quarry
4037,4417,4679,5144,quarry
3283,4496,6180,6619,quarry
5741,6134,6350,6698,quarry
11049,14444,16620,18428,quarry
5761,7222,7484,8696,quarry
6154,6829,7170,7812,quarry
6160,6763,6803,7170,quarry
3159,4443,6344,7130,quarry
4797,5505,5780,6278,quarry
3500,3971,4122,4666,quarry
4679,5099,5492,5695,quarry
14274,17445,18782,21889,quarry
5118,5767,6527,7038,quarry
13605,18874,21233,24694,quarry
22859,25926,28888,31378,quarry
12176,15165,18127,20683,quarry
18533,23462,25297,26319,quarry
4587,4823,5059,5413,quarry
3644,4207,4620,5066,quarry
4705,5236,5551,6036,quarry
4469,5059,5269,5774,quarry
12203,15859,16803,20447,quarry
6344,6645,7170,7681,quarry
6449,7261,7746,8310,quarry
3015,3906,3683,7969,quarry
5138,5918,6567,7052,quarry
7537,11206,11573,23219,quarry
4352,4660,4863,5538,quarry
11456,20499,23199,26529,quarry
3696,4293,5059,5584,quarry
5616,6160,6894,6888,quarry
5426,6200,7025,9503,quarry
5243,5413,5662,5551,quarry
4181,6055,6973,8087,quarry
3270,4587,6645,7576,quarry
7301,9057,10355,11298,quarry
2326,4050,4011,16390,quarry
3368,6442,8113,8965,quarry
5387,5859,6252,6914,quarry
2962,3703,3703,4338,quarry
7746,9621,10381,11652,quarry
3513,4751,5806,6685,quarry
5420,5872,6508,6737,quarry
3532,3853,4168,4627,quarry
4037,4699,4850,5321,quarry
4116,5675,5806,12760,quarry
3991,4601,5131,5223,quarry
2313,3034,3985,4522,quarry
3644,4155,4404,5623,quarry
5557,6213,6829,7510,quarry
5243,5951,6501,7006,quarry
4732,6632,8139,8028,quarry
4129,4745,4889,5407,quarry
4417,4699,5230,5518,quarry
19936,23278,26266,28835,quarry
6370,6842,6999,7196,quarry
4247,5859,7510,7943,quarry
4378,5066,5354,6363,quarry
11875,20866,23095,25821,quarry
5656,6396,6462,8008,quarry
3683,4089,4391,4797,quarry
20971,27158,31509,34602,quarry
5230,5839,6167,6993,quarry
4299,5944,7759,8257,quarry
3814,4312,4653,5072,quarry
11206,14326,16397,18979,quarry
5505,7838,8205,12989,quarry
3565,5708,6291,11049,quarry
4207,5000,5007,6920,quarry
4299,4686,4712,5262,quarry
5649,6724,7523,7943,quarry
7091,9018,10210,11469,quarry
3368,5354,4902,15270,quarry
6606,9070,9647,18297,quarry
4437,4823,5000,5046,quarry
6527,6691,7078,7668,quarry
5728,6829,6776,7576,quarry
3054,3165,2969,3794,quarry
6626,7995,8808,9398,quarry
7602,10433,12281,16751,quarry
4981,5649,5924,6560,quarry
4876,5007,5243,5387,quarry
6986,8598,10800,12648,quarry
6069,6527,6658,7301,quarry
4771,5413,5911,6619,quarry
6763,7143,7563,7963,quarry
4895,5236,5420,5466,quarry
4070,4653,5072,5144,quarry
5439,7445,10525,13408,quarry
6042,6586,7104,7412,quarry
5099,6082,7012,7340,quarry
11901,14850,16593,21155,quarry
3585,3880,3834,4155,quarry
3998,4404,4568,4745,quarry
4719,5321,5728,6442,quarry
5407,5780,5872,6331,quarry
1625,3827,3047,18579,quarry
21679,26240,28835,35284,quarry
4050,5151,5269,8218,quarry
3853,4948,5453,5806,quarry
17275,19883,22806,24438,quarry
3945,4247,4653,5007,quarry
4568,6331,7301,15171,quarry
3486,4240,4627,4981,quarry
14208,18179,20499,26686,quarry
5400,6829,8074,10597,quarry
3644,3919,3912,4247,quarry
3113,5203,5531,11744,quarry
8533,10276,10695,11416,quarry
5164,5937,6003,7170,quarry
3264,5623,5112,18219,quarry
4142,4378,4411,4371,quarry
8873,10053,10839,11901,quarry
6626,7052,7445,8297,quarry
18035,23016,26397,29045,quarry
2975,3467,3775,4443,quarry
6331,7366,7995,8559,quarry
5046,5872,6213,6711,quarry
3382,4823,5505,7995,quarry
5138,5426,5774,5813,quarry
4830,5256,5413,5544,quarry
7274,8402,8703,9575,quarry
5321,7838,7615,20401,quarry
19792,23173,24956,27000,quarry
3932,4594,4941,5734,quarry
3722,4286,4784,5439,quarry
3670,4024,4129,5000,quarry
12727,16842,18101,20735,quarry
8166,10289,11102,12190,quarry
7786,8061,8493,9424,quarry
3113,4430,4738,11849,quarry
7654,8375,8716,9175,quarry
5190,5990,6475,6534,quarry
23566,27263,30539,34209,quarry
4129,5151,5885,7117,quarry
18481,21155,23933,27813,quarry
2831,4653,4771,15440,quarry
5964,6934,7038,8238,quarry
8834,10315,11652,12425,quarry
2949,4882,5774,14418,quarry
3657,4712,5859,6580,quarry
4601,5151,5924,5951,quarry
5518,9372,8939,21397,quarry
14378,20578,22387,27394,quarry
21050,25795,28783,33239,quarry
4483,5767,6619,7183,quarry
4587,4987,5203,5348,quarry
5361,5570,5688,5885,quarry
3880,4954,5374,6298,quarry
13775,17747,19621,22125,quarry
6036,6645,6986,8015,quarry
4201,5217,5780,6062,quarry
4483,5282,5715,6219,quarry
3395,3696,4004,4555,quarry
5610,6318,6514,7183,quarry
4050,4889,4823,23724,quarry
16436,20277,21836,25611,quarry
3434,3781,3749,4299,quarry
4299,4954,5099,5367,quarry
6095,6475,6599,7038,quarry
4627,4981,5374,5256,quarry
3093,3382,3644,4194,quarry
4797,5492,5852,6495,quarry
6527,8244,9503,11410,quarry
9896,11823,13802,15375,quarry
14116,16226,17852,22918,quarry
5479,6599,7733,8349,quarry
7170,9607,11023,13762,quarry
3388,4050,4404,4915,quarry
3375,6776,6082,20853,quarry
6776,9948,10577,18704,quarry
4129,5092,5557,6134,quarry
6187,6803,7222,7792,quarry
5754,7772,8729,12412,quarry
6501,6842,7052,7222,quarry
3041,4050,4823,6095,quarry
4856,4712,5302,6055,quarry
17301,20604,23252,25716,quarry
24091,27813,30330,32899,quarry
19818,23619,26371,29832,quarry
4234,4876,5439,5728,quarry
4168,5125,5610,7851,quarry
2635,4705,4941,16109,quarry
12884,15453,17852,20866,quarry
1573,3211,2045,16069,quarry
12111,14470,15886,20172,quarry
4948,5695,6567,7025,quarry
5407,8192,11442,12432,quarry
6449,7196,7641,8388,quarry
5505,5597,5669,6042,quarry
5282,6173,7995,8703,quarry
6377,6999,7248,7989,quarry
10092,12242,13579,15401,quarry
10472,14575,15728,23173,quarry
7851,8493,8546,9070,quarry
6128,7222,7327,8579,quarry
16790,21024,22701,30933,quarry
10787,12439,13789,16371,quarry
15466,18835,21312,23068,quarry
5466,5846,5964,6180,quarry
3932,4443,4902,5144,quarry
5138,5446,5505,5741,quarry
3985,4515,5059,5125,quarry
8533,11272,12543,18560,quarry
11246,13644,15912,16829,quarry
6265,7589,8349,9476,quarry
4240,4935,4771,5439,quarry
2726,3310,3853,4306,quarry
5498,5820,5859,6586,quarry
5059,5243,5453,5564,quarry
13133,14719,16240,16882,quarry
11049,14274,16030,17268,quarry
2326,4450,4850,16318,quarry
5099,5990,6468,7183,quarry
3303,3847,4312,5059,quarry
4850,5236,5544,5551,quarry
3945,4456,4627,4784,quarry
7943,8651,8533,8978,quarry
4935,5282,5511,5964,quarry
7510,9516,10341,12032,quarry
1822,3532,3559,16318,quarry
5059,6986,8755,14405,quarry
3480,3775,4050,4463,quarry
5675,7261,8231,9319,quarry
2831,4168,4797,8559,quarry
5793,7890,8271,14326,quarry
17930,21836,23724,25401,quarry
5800,6737,7012,7569,quarry
4692,5557,5761,6200,quarry
9018,9673,11901,13422,quarry
4548,5177,5557,6095,quarry
12661,15951,17812,19556,quarry
3513,4332,4823,5584,quarry
3971,4456,4496,5479,quarry
5177,5951,6501,7065,quarry
4810,5256,5151,5518,quarry
11390,14326,16869,19372,quarry
4561,5020,5256,5656,quarry
23488,27420,31064,35913,quarry
3578,3618,4469,5072,quarry
6344,8520,8821,18913,quarry
6652,8480,9424,16620,quarry
6350,6789,7012,7491,quarry
3441,3657,3735,4102,quarry
4620,5256,5898,6868,quarry
3657,4004,4030,4378,quarry
5020,5321,5570,5433,quarry
1887,5439,4994,16528,quarry
3382,4430,5086,7458,quarry
7038,7904,8493,9319,quarry
7052,8769,11062,12399,quarry
3827,4273,4601,5040,quarry
4306,4732,4968,5348,quarry
4037,4587,4850,5282,quarry
1147,3185,2359,17262,quarry
4096,4922,5328,7681,quarry
23278,25795,27787,29910,quarry
3002,3290,3486,3827,quarry
3650,4057,4011,4745,quarry
4286,6606,6737,17596,quarry
6226,8716,8428,18507,quarry
4155,5348,5262,6055,quarry
7314,7772,8008,8873,quarry
8074,8939,9476,10525,quarry
4941,5525,6154,6593,quarry
4968,5662,5977,6907,quarry
3329,4260,4915,5361,quarry
15008,21653,23462,27230,quarry
5898,7261,8402,10184,quarry
12740,15938,18389,24379,quarry
5649,6003,6272,7163,quarry
8965,12334,12976,16960,quarry
33030,37643,40999,44354,quarry
19910,24143,25742,29445,quarry
4063,4817,6062,6403,quarry
4266,5072,4981,5675,quarry
5459,5996,6239,6999,quarry
2562,2857,2857,3224,quarry
2084,2910,3146,4732,quarry
7484,9044,10472,10905,quarry
6606,9634,10368,18835,quarry
2792,3382,4496,5007,quarry
3172,5086,4823,18337,quarry
5767,7772,8048,17878,quarry
5885,6685,7261,7589,quarry
4810,5439,5636,5977,quarry
4050,5007,6894,7392,quarry
5525,5911,6134,6947,quarry
5656,6213,6488,6993,quarry
3028,3408,3867,4207,quarry
15676,20027,22387,26319,quarry
5236,5951,6219,6318,quarry
3618,4260,4935,5453,quarry
5453,5557,5551,5570,quarry
6357,7523,8769,10237,quarry
5040,5675,6016,6357,quarry
6711,7038,7510,8002,quarry
3867,3552,3624,3926,quarry
8480,8952,9070,10105,quarry
25873,29465,31667,34052,quarry
5472,6232,7078,9057,quarry
12347,15414,18035,21836,quarry
22282,26555,28521,31876,quarry
8205,8467,9136,10073,quarry
4365,5335,5715,6291,quarry
4968,8061,7917,21201,quarry
5551,5806,5970,6377,quarry
7340,8952,10761,11940,quarry
3729,3945,4260,4902,quarry
6894,8297,9489,11560,quarry
24641,29176,32243,34891,quarry
7104,9175,11141,12917,quarry
9083,10735,12176,15964,quarry
4705,6370,7261,13815,quarry
7143,8113,8336,8454,quarry
4876,6147,7196,7969,quarry
2313,3513,3178,11456,quarry
6658,7314,7497,7838,quarry
6042,8402,9856,11272,quarry
2471,3506,4476,5033,quarry
8533,9188,9581,10531,quarry
4129,4660,4745,5230,quarry
4469,5230,5878,6200,quarry
4987,6455,8624,9542,quarry
22098,26109,29229,33868,quarry
9293,10132,11246,15873,quarry
4450,6658,6973,13199,quarry
5872,6095,6088,6383,quarry
4902,5806,6671,6750,quarry
6016,6947,7209,7707,quarry
12674,17209,19726,23036,quarry
4299,7235,6239,21712,quarry
2294,4430,3834,15794,quarry
17380,21443,23593,26837,quarry
7209,9699,10722,17878,quarry
9149,9752,10119,11082,quarry
4666,5669,6894,6986,quarry
4293,4732,4863,5177,quarry
12648,14588,16043,17590,quarry
2595,3362,4037,4601,quarry
6567,8755,9607,11456,quarry
8769,9568,9581,11089,quarry
11049,14247,15794,19910,quarry
7065,7563,7589,8198,quarry
1553,3683,3493,14437,quarry
2353,4836,4129,16895,quarry
7261,8113,7956,8952,quarry
7104,7707,8048,8952,quarry
3355,3840,4266,4738,quarry
3165,5151,5505,17183,quarry
9961,10853,11744,12871,quarry
9031,10787,12163,13789,quarry
8559,10459,11246,11829,quarry
14129,17773,19490,21941,quarry
7091,9031,10971,12281,quarry
4863,5144,5203,5426,quarry
3618,4155,4417,5020,quarry
6023,6947,7327,8002,quarry
5112,5636,5977,6344,quarry
10263,13461,14300,19674,quarry
4234,5230,5820,6973,quarry
5079,5348,5466,5682,quarry
10368,14313,19372,21679,quarry
5859,6213,6776,7432,quarry
2438,3631,4155,10761,quarry
5623,6436,6999,7458,quarry
5230,6422,6580,7543,quarry
5492,6200,6121,6436,quarry
4483,5295,5570,5793,quarry
4063,4758,5269,5538,quarry
3690,5597,6055,16063,quarry
5144,6868,8664,11102,quarry
4365,4640,4784,5053,quarry
3958,5033,5282,5643,quarry
9817,11888,13736,15964,quarry
3539,4129,4627,5027,quarry
6449,8782,9752,13422,quarry
3441,4332,4260,8297,quarry
7104,8480,9529,9581,quarry
2294,3414,3257,11685,quarry
5361,6023,5911,6829,quarry
3840,4653,5099,6036,quarry
3880,4646,4771,5505,quarry
9856,12648,14156,19910,quarry
4017,4889,5774,6173,quarry
8729,9385,10001,11016,quarry
8598,12491,14326,17852,quarry
6803,10158,12989,14595,quarry
15165,19254,21286,24064,quarry
2962,4142,4443,4994,quarry
3178,3919,4483,4850,quarry
6593,9201,10341,13775,quarry
5413,6154,7025,7327,quarry
5243,5544,5911,6147,quarry
2340,3421,4784,5223,quarry
5387,5728,6029,6855,quarry
3185,4044,4483,6128,quarry
7982,9725,9817,11233,quarry
16803,20604,22623,25985,quarry
16502,20368,24169,27367,quarry
3473,4889,6291,6881,quarry
4601,4954,5282,5505,quarry
6265,8965,9437,18468,quarry
4194,5400,6750,7661,quarry
5217,5918,6567,6855,quarry
5177,5780,5892,6442,quarry
7419,9961,11246,20971,quarry
5413,7025,7681,15663,quarry
4096,5158,5964,7235,quarry
5086,5859,6141,6737,quarry
15427,17419,18442,22990,quarry
5020,5538,5820,5780,quarry
8362,9345,9870,10623,quarry
5138,5321,5335,5708,quarry
3283,3696,3775,3932,quarry
8703,10918,11429,12465,quarry
15204,17092,17983,20893,quarry
12072,15584,18061,20316,quarry
3971,4574,4836,4915,quarry
5885,6619,7209,7943,quarry
1907,4207,3998,17498,quarry
4089,5793,7877,9240,quarry
3093,3932,4902,5387,quarry
2431,2641,2969,3473,quarry
4882,7733,6829,19713,quarry
4594,6973,6698,14405,quarry
7052,7956,8284,8638,quarry
2635,3473,3513,4692,quarry
4352,4417,4332,4614,quarry
2949,4378,5885,10984,quarry
11495,19569,23488,26581,quarry
4804,5059,5177,5308,quarry
4954,4941,4895,5413,quarry
5184,5636,5964,6652,quarry
5203,5806,5951,6416,quarry
3932,4352,4548,4791,quarry
6219,6586,6449,6501,quarry
2176,3336,3539,9883,quarry
3460,5688,5820,14116,quarry
6671,7497,7654,8434,quarry
6147,6331,6685,7104,quarry
4587,5774,8782,9476,quarry
6750,7641,7668,8008,quarry
3794,5151,6095,6311,quarry
3342,3657,3696,4063,quarry
5846,6357,6501,6311,quarry
5302,5256,5479,6147,quarry
4836,5059,5315,5492,quarry
3185,4797,5846,14667,quarry
5230,5820,5800,6023,quarry
10368,14470,16109,18350,quarry
8467,10944,13186,14287,quarry
11456,15977,17826,23907,quarry
17642,21941,23514,28128,quarry
4096,5295,6894,7445,quarry
4902,5099,5007,5511,quarry
4548,5295,6088,6829,quarry
3958,4836,5256,6750,quarry
3985,4384,4764,5007,quarry
7025,8860,11246,13317,quarry
6285,8926,10210,17406,quarry
4352,5184,6187,7668,quarry
3192,3709,3985,4378,quarry
2956,5112,5262,14745,quarry
5708,6377,6920,7740,quarry
6612,7314,7641,8546,quarry
4332,4784,5190,5518,quarry
4640,4915,5125,5380,quarry
4522,4915,5092,5951,quarry
7078,7733,7995,8808,quarry
13435,16174,17249,26083,quarry
4299,4705,4299,4535,quarry
13382,16371,18612,26863,quarry
4234,4594,5164,5937,quarry
23986,27446,28154,31876,quarry
3434,6062,6265,17753,quarry
17930,22098,23330,29465,quarry
3827,4352,4260,4784,quarry
7065,10355,10590,18173,quarry
4116,4876,5426,5898,quarry
3224,3631,3683,4391,quarry
3801,4325,4404,4863,quarry
3768,4168,4443,4653,quarry
3631,5544,5918,17786,quarry
4646,6750,8559,16253,quarry
11705,14470,14641,19765,quarry
4391,5099,5269,5721,quarry
2752,3775,4352,7392,quarry
6416,8939,8729,19739,quarry
9345,10433,11888,16135,quarry
13133,16646,18874,22125,quarry
4437,4791,4614,5053,quarry
3683,4089,4168,4627,quarry
4607,4968,5079,5276,quarry
4935,5937,6042,6534,quarry
4758,4915,5282,5210,quarry
4155,4312,4306,5007,quarry
4863,7537,7248,18193,quarry
4902,7170,6560,24844,quarry
18848,21364,22937,26109,quarry
3395,5715,6187,15984,quarry
4181,4850,5125,5282,quarry
3775,4076,4220,4483,quarry
5905,6147,6088,6711,quarry
20945,25795,29779,32925,quarry
3565,3880,4240,4299,quarry
4719,6357,6108,13159,quarry
5203,5584,5793,6383,quarry
7314,7956,8179,9077,quarry
5387,5872,5996,6298,quarry
4024,4411,4719,5348,quarry
11573,13710,15243,18206,quarry
7799,10499,10997,12674,quarry
6029,6495,6907,7012,quarry
6134,7170,7681,8231,quarry
4201,4928,5177,5951,quarry
5387,6160,7746,8021,quarry
11665,13526,13802,18946,quarry
4515,5020,5000,5544,quarry
5728,6803,7563,8231,quarry
4378,4771,4948,5099,quarry
3775,4194,4240,4764,quarry
2281,4496,4220,17708,quarry
1796,2136,2156,2484,quarry
9175,11875,14011,18258,quarry
8782,11823,13173,17157,quarry
9765,12583,15191,16161,quarry
5348,5747,5702,6173,quarry
6304,7052,7287,8048,quarry
2313,4004,3401,20290,quarry
2779,4699,4699,13730,quarry
5951,6501,6436,7379,quarry
2785,3683,3998,4312,quarry
6724,7628,7458,8192,quarry
2163,4102,4181,14575,quarry
16987,20971,22387,24674,quarry
3709,4895,6422,7170,quarry
4679,5269,5453,5498,quarry
4469,5662,6698,7170,quarry
4745,5354,5531,6114,quarry
2320,4850,4227,20277,quarry
4273,7772,8008,23638,quarry
13631,16646,18415,21600,quarry
4679,7563,8428,15348,quarry
19425,21600,23488,25061,quarry
6521,6947,7052,7884,quarry
5092,5715,6422,6881,quarry
4719,5361,5584,5511,quarry
6075,6128,6082,6396,quarry
10984,14955,15466,21515,quarry
4076,4771,4968,5164,quarry
7301,10682,13828,15230,quarry
3441,3703,3893,4299,quarry
5059,5295,5308,5374,quarry
3159,4568,5636,9843,quarry
15257,18638,20027,23330,quarry
4954,5544,5839,6239,quarry
10315,12701,14116,18927,quarry
11272,15558,18179,22203,quarry
4771,5780,6357,8480,quarry
4528,5708,6934,7563,quarry
5544,5872,6003,5878,quarry
5158,5525,5806,6612,quarry
5276,6128,6304,6449,quarry
5328,6318,7209,12425,quarry
4194,4817,5086,5439,quarry
2123,3526,3382,11639,quarry
7668,8454,8664,9358,quarry
7392,10302,10119,16292,quarry
5099,5439,5453,5426,quarry
9542,11744,12137,19765,quarry
4122,4732,4954,5230,quarry
3618,3749,3945,4692,quarry
2811,4384,4129,11102,quarry
3604,5184,7812,8847,quarry
5184,6114,7314,7668,quarry
7759,10145,12622,13874,quarry
6920,7484,7746,8644,quarry
5885,6554,6816,7038,quarry
3296,4352,5702,6029,quarry
6645,7537,7904,8454,quarry
5531,6691,8362,9634,quarry
8638,11128,11809,16305,quarry
5276,5453,5806,5996,quarry
4260,4850,6023,6449,quarry
16908,24169,26922,30330,quarry
3355,3683,3906,4207,quarry
1612,3722,3683,14955,quarry
4404,5203,5551,6403,quarry
5033,5623,5839,6619,quarry
3801,4155,4823,5466,quarry
19005,22990,25244,28468,quarry
12910,17052,20067,22642,quarry
3093,3906,5426,5708,quarry
3310,3447,3552,3683,quarry
14509,18900,20250,26896,quarry
4574,9122,7746,25552,quarry
5728,6789,8572,10538,quarry
4155,4915,5295,5584,quarry
5911,7851,7510,16908,quarry
3958,4155,4240,5361,quarry
7694,9568,10735,10931,quarry
3657,4417,4666,9345,quarry
5295,5636,5702,6128,quarry
5597,7065,8139,8703,quarry
32794,36857,40737,44223,quarry
9909,12648,13828,18835,quarry
12465,17472,18337,23042,quarry
8991,12439,13120,20578,quarry
3939,5040,5335,9752,quarry
3788,5472,7471,10885,quarry
12937,20132,22570,26424,quarry
14405,18822,20237,25297,quarry
22256,25873,27551,30828,quarry
9581,11927,14142,15322,quarry
1796,3683,3618,11167,quarry
5387,6370,6881,7772,quarry
2733,3893,3867,12806,quarry
3591,4175,4142,4443,quarry
7681,9529,10669,12557,quarry
9280,11927,14654,18297,quarry
5269,6691,7930,8952,quarry
4247,5262,5230,7746,quarry
4129,4325,4325,4594,quarry
10931,12989,14077,18795,quarry
2582,4823,4535,13966,quarry
4338,5092,6108,7025,quarry
17930,20945,24930,28573,quarry
5459,5754,6114,6370,quarry
13199,16816,18546,23566,quarry
3211,4063,4902,6468,quarry
8887,10499,13094,15532,quarry
2464,3578,3513,6920,quarry
13893,17812,19778,22806,quarry
2018,4456,4011,19280,quarry
15008,18363,21024,23566,quarry
5112,6042,6658,7333,quarry
6934,8585,9830,12583,quarry
9332,10053,10092,10263,quarry
3670,4660,4850,5256,quarry
3290,3998,4188,4266,quarry
21705,25061,27944,30801,quarry
3853,4332,4207,4496,quarry
13304,17445,20814,22334,quarry
8572,10577,12439,13540,quarry
29019,32165,35625,38954,quarry
5728,7248,8271,9031,quarry
4705,4823,5046,5295,quarry
4325,4719,4797,5243,quarry
7615,10197,10800,19765,quarry
7799,8480,8926,9581,quarry
4653,5806,6527,7235,quarry
6803,7497,8415,8834,quarry
4627,4876,5144,5190,quarry
6442,7065,7117,7301,quarry
4129,4496,4627,5118,quarry
3172,3618,4063,4574,quarry
5203,5570,5551,5721,quarry
6934,7563,7982,8533,quarry
4037,4653,4941,5420,quarry
3192,3624,3618,4181,quarry
5839,6160,6475,6632,quarry
3834,4646,5151,5702,quarry
4830,5282,5210,5859,quarry
5020,7668,8021,17590,quarry
4574,5125,5413,5544,quarry
8559,9280,9856,10695,quarry
15846,17760,21024,23409,quarry
5210,5492,5669,5695,quarry
3958,4148,4371,5020,quarry
5820,6029,6173,6763,quarry
7786,9345,10630,15715,quarry
4116,4751,4850,5361,quarry
3598,3932,4194,4561,quarry
6265,9254,9870,20683,quarry
4666,4751,4830,5276,quarry
19700,21758,24851,26083,quarry
4935,5833,5983,7012,quarry
13815,17131,19438,22911,quarry
4122,4574,4522,4843,quarry
9005,12832,14654,16069,quarry
5361,6540,7327,8271,quarry
24248,28521,30566,34498,quarry
3349,4030,3945,4640,quarry
5059,5400,5446,5859,quarry
4011,4758,5328,6062,quarry
3880,4155,4338,4810,quarry
6488,6881,7366,8166,quarry
5262,6141,6960,7366,quarry
6173,6331,6390,6691,quarry
2562,5217,4456,17452,quarry
2523,4732,4646,12137,quarry
6593,7314,7537,8362,quarry
4063,4601,4764,5013,quarry
6763,7340,7654,8336,quarry
5302,6475,6986,7602,quarry
4535,5059,5518,6357,quarry
6180,6580,6612,6495,quarry
4214,4155,4384,4981,quarry
2988,4640,5033,14326,quarry
3762,3998,4574,4954,quarry
6042,6331,6331,6527,quarry
3860,6219,6986,11927,quarry
3486,3919,4181,4555,quarry
4719,5715,6671,7877,quarry
5800,8572,10826,11521,quarry
2805,3565,3696,8651,quarry
16109,18966,20316,23199,quarry
8559,10341,13264,14103,quarry
3441,3971,4437,4745,quarry
5833,6396,6645,7641,quarry
7052,9542,9765,17354,quarry
9201,12111,14142,16829,quarry
2077,3395,5079,5544,quarry
5426,5859,5741,6069,quarry
4338,6632,7025,13985,quarry
2556,2975,3028,4863,quarry
6455,6894,7301,8369,quarry
11757,14890,17052,19726,quarry
4496,6003,6422,11665,quarry
3853,5151,6842,7261,quarry
6075,10105,9870,19883,quarry
7982,10328,14195,15125,quarry
13723,17419,18861,29019,quarry
3749,4050,4063,4240,quarry
12216,14719,16908,19431,quarry
3565,4371,4974,8087,quarry
12779,18638,20630,23855,quarry
4286,4935,5439,7038,quarry
18494,21679,24196,27131,quarry
3637,3945,4181,4653,quarry
5885,6580,7130,7825,quarry
22020,26266,29124,31771,quarry
4155,4909,4954,4915,quarry
5669,5937,5911,6324,quarry
4836,5177,5177,5597,quarry
4817,5564,5479,5433,quarry
5400,6016,6278,6567,quarry
4352,4823,4352,4922,quarry
12543,20552,23330,25670,quarry
5308,5492,5656,6055,quarry
9109,11888,15165,18560,quarry
2707,3978,4928,5295,quarry
5335,5728,5754,5898,quarry
3867,4574,5203,5662,quarry
12137,14326,17013,20001,quarry
4207,4705,5059,5348,quarry
9686,14365,16620,18114,quarry
