B02,B03,B04,B08,class
6462,7851,7635,15873,urban
8493,10610,11370,20893,urban
4017,6036,5361,19490,urban
4155,5905,6442,18809,urban
5492,7006,7523,13422,urban
6953,8225,8264,11521,urban
9725,10486,11632,17072,urban
1920,4555,3768,17229,urban
10001,13094,13520,15794,urban
2510,4201,3224,20748,urban
3257,4666,4941,15283,urban
6567,8939,9640,15866,urban
3028,3565,3827,11279,urban
4155,6180,6023,18691,urban
2490,4882,3991,14201,urban
2923,4476,4122,17950,urban
2379,3513,3545,12648,urban
3447,4850,5151,12720,urban
2779,4037,3454,15925,urban
4489,5459,5616,16993,urban
6010,6678,6619,19936,urban
4063,6049,5328,19936,urban
6639,8710,7963,18835,urban
3834,5636,5269,22865,urban
2025,2451,8565,13048,urban
9077,11488,12471,19778,urban
2825,4843,4778,17570,urban
7438,9339,10879,18546,urban
13966,18238,20381,23920,urban
4548,6704,6337,18881,urban
5990,8402,8762,18173,urban
3310,5269,4974,17314,urban
3192,4764,4555,16043,urban
4725,7287,5721,23501,urban
5479,7006,7170,18369,urban
3690,5551,5970,15289,urban
4581,6036,5937,15977,urban
3808,5249,4987,13205,urban
4535,6416,6514,14496,urban
8579,9339,10702,15165,urban
3185,4476,4974,15683,urban
5951,7871,7569,14700,urban
2661,4686,4286,18979,urban
4548,6160,6711,17472,urban
4161,5020,5387,12334,urban
10472,12419,14811,16993,urban
7609,7851,8998,12989,urban
7314,9909,9830,15289,urban
4653,5708,6809,13192,urban
2517,4253,3218,18048,urban
3604,3775,3473,14595,urban
4227,5629,6429,15145,urban
4109,5125,6160,9640,urban
5859,7963,7445,17151,urban
5636,7111,9031,14490,urban
3886,4483,4987,11351,urban
4489,5761,5898,17858,urban
10033,10086,11862,13854,urban
3683,4928,5341,15735,urban
5924,7963,7753,23697,urban
5485,7327,7772,16397,urban
8074,9122,10984,13893,urban
3093,4725,4535,18140,urban
8290,11357,12629,19746,urban
12432,13330,14673,17059,urban
3716,4856,5741,9529,urban
3041,5040,5177,19313,urban
57310,47008,65535,65535,urban
5944,5682,5105,10538,urban
5859,7537,8074,17616,urban
2117,3991,3427,20080,urban
4319,6095,6259,18717,urban
9267,11803,12072,17550,urban
9706,11488,11193,15289,urban
3303,5092,5027,14647,urban
1553,1966,2693,6999,urban
3611,5210,5826,16829,urban
10499,12937,14339,23711,urban
3349,5407,5734,18540,urban
4044,5649,6567,13657,urban
2838,4057,4266,13815,urban
3860,5380,6449,15230,urban
8919,10341,12078,15361,urban
2988,4004,3735,13382,urban
4253,6481,5833,19680,urban
2025,3218,2995,13710,urban
4640,5629,7327,12786,urban
4889,7222,9653,17937,urban
3978,5918,6331,19602,urban
3978,4764,3998,10944,urban
1710,3283,2261,14444,urban
9555,12478,13592,18835,urban
5380,7314,8749,15866,urban
3755,5577,5898,16561,urban
3598,5800,5715,13998,urban
5787,6147,7143,10577,urban
4725,6318,7563,17282,urban
3926,5210,6160,12131,urban
3853,4057,14785,15191,urban
4437,5787,7130,11573,urban
4581,6318,7897,17295,urban
2254,3945,3185,19647,urban
9797,11213,12688,15938,urban
7314,9909,9889,21279,urban
3637,4633,5308,8690,urban
3493,4227,4306,14064,urban
5570,6803,6593,12248,urban
5446,7917,9470,19503,urban
9398,10047,11783,13821,urban
9614,11895,15250,21358,urban
8271,10879,12006,19680,urban
5629,5911,6652,7786,urban
3729,5505,5059,21358,urban
11967,13376,14077,17105,urban
4719,6337,7301,15302,urban
5623,8107,9470,20401,urban
2982,4483,4705,13762,urban
3270,4941,4574,17806,urban
3794,4895,5747,16593,urban
8546,6390,4895,20827,urban
3087,4614,6232,11344,urban
7301,8402,10361,12773,urban
2471,4011,4338,12681,urban
2667,4050,4109,12799,urban
4247,5970,6888,13651,urban
2451,4679,4266,11259,urban
5079,7432,7949,19090,urban
3119,4220,4306,12832,urban
5112,6862,8565,15938,urban
3054,4574,5007,14536,urban
3519,4411,4869,5125,urban
5878,7019,9326,17249,urban
8408,7438,7419,20735,urban
9745,11115,12248,13579,urban
8369,9450,9424,13743,urban
8736,10872,10800,21810,urban
5217,5538,6285,10833,urban
2693,4063,3703,15873,urban
2045,3768,2943,18671,urban
12039,14385,16069,19359,urban
4430,6475,7386,13094,urban
3159,4981,4692,17341,urban
3303,4909,4987,17282,urban
4509,6862,7622,15302,urban
5053,6285,7668,15263,urban
3912,6219,5833,15184,urban
1606,2825,1750,19084,urban
6540,5335,5518,18546,urban
2916,4784,4633,12137,urban
2451,3873,2687,24720,urban
11423,12799,13408,15840,urban
3683,5046,6278,13789,urban
4863,6495,7235,14778,urban
5020,7065,6894,18881,urban
7556,8880,8919,21423,urban
6730,8277,10735,17262,urban
4974,6685,6612,17373,urban
4129,5210,5066,18448,urban
5820,8926,9935,19379,urban
6947,8638,9706,16246,urban
4345,6003,6632,17485,urban
3421,5033,4974,13789,urban
3572,5302,4922,15453,urban
4122,5341,6495,13349,urban
7078,9063,10171,16541,urban
2844,4810,5629,21646,urban
4542,6495,5885,16862,urban
4915,5551,5400,16377,urban
8126,9417,11567,18225,urban
4378,6114,6626,16718,urban
3814,5099,3991,16738,urban
5027,6396,8251,15584,urban
3506,5210,5086,14208,urban
3893,5262,4745,19602,urban
5203,6606,7982,12288,urban
4843,7222,9470,16030,urban
6383,7550,8179,15545,urban
3755,4804,10505,21889,urban
9024,10217,11344,15486,urban
5072,6711,6652,16659,urban
5118,5872,7720,12032,urban
4607,5197,5033,12642,urban
4902,6783,7137,12720,urban
3893,5289,6114,12629,urban
2798,4371,4181,17583,urban
2503,3965,3054,20670,urban
4338,5721,5394,20499,urban
2254,3847,3454,16050,urban
4122,6245,6265,17177,urban
6023,7838,8592,21784,urban
2713,3631,3591,12386,urban
2831,4220,4096,16744,urban
7314,12865,11888,23665,urban
3290,4542,4738,17373,urban
4063,5485,6193,14457,urban
2405,3808,3454,15224,urban
3034,4515,4601,14896,urban
3539,4522,4620,14621,urban
2805,4358,3572,20637,urban
3840,5669,5937,17537,urban
5892,7111,10250,12386,urban
2674,3860,4175,11560,urban
4338,5636,5158,19235,urban
3205,4882,5256,16829,urban
4424,4528,3945,19143,urban
6678,8847,9385,18717,urban
3283,4961,5629,15656,urban
4188,5800,6383,16344,urban
2995,5289,4869,18638,urban
15512,16528,18127,19792,urban
14595,13815,11947,11960,urban
5577,6160,6730,9575,urban
3264,4175,4614,13513,urban
2123,3696,3296,17649,urban
8408,9273,9037,15375,urban
4404,6796,6206,23344,urban
7851,9168,9450,17871,urban
3172,4561,4194,13290,urban
3978,5774,6350,17183,urban
5086,6704,6481,18350,urban
6337,5944,6875,13677,urban
5020,7301,7805,16915,urban
3814,5177,4869,18048,urban
2635,4155,3467,19300,urban
4096,5944,6665,16829,urban
2818,4476,4227,17760,urban
3650,5538,5610,17216,urban
4319,5767,6658,12255,urban
3971,5086,5053,18442,urban
5308,5774,4469,15211,urban
4437,5485,5335,12904,urban
2051,2766,7097,9542,urban
4404,7366,6462,19503,urban
4968,6285,6691,15047,urban
4109,5544,5839,15565,urban
3093,4692,5584,16430,urban
3447,4627,4738,16285,urban
2674,4561,4325,15958,urban
10551,12570,13926,18016,urban
7202,7904,11482,19792,urban
5138,5859,6534,17314,urban
5249,7091,8631,19949,urban
4476,5020,5387,12347,urban
3231,5007,5269,13769,urban
7989,9902,11318,15211,urban
2333,4070,3539,18193,urban
6809,9037,9339,15742,urban
2674,3591,2523,11954,urban
2844,3919,6173,10499,urban
4981,5394,5426,14595,urban
3355,4850,4915,14726,urban
3119,5315,4778,18527,urban
8192,8382,8926,17295,urban
3060,4489,5086,15538,urban
2176,3198,3526,11849,urban
5361,7799,7995,15656,urban
2176,3808,2733,21161,urban
5335,8585,9037,20336,urban
3414,4935,4614,13743,urban
3126,5020,5177,16849,urban
4044,6403,6475,18815,urban
5741,7445,7478,15499,urban
1507,2962,2156,12937,urban
2707,4509,4109,15355,urban
9706,11567,13979,18016,urban
8546,8762,9181,9358,urban
9240,11344,10649,16226,urban
5394,7681,7111,17681,urban
4863,7209,6619,15191,urban
10833,12530,12792,17472,urban
4234,4542,6409,13618,urban
2543,3991,4063,13926,urban
3015,4961,4568,18592,urban
12045,13173,13585,15827,urban
4299,5826,6337,14162,urban
8487,12609,12963,21345,urban
5315,8251,9450,16056,urban
3853,5269,5485,17164,urban
2648,4142,3355,20001,urban
2530,4011,3237,19136,urban
3690,4614,4961,18002,urban
4463,5846,6999,16685,urban
1999,4083,2752,22144,urban
2667,4135,4044,16167,urban
7779,9208,9430,19025,urban
2576,5027,3690,24163,urban
3034,4935,4778,15211,urban
7746,9666,12550,20257,urban
6803,10007,11043,20224,urban
4299,5374,6495,13887,urban
5505,6062,6147,15499,urban
6095,6770,6514,17439,urban
4502,6265,6213,15656,urban
3074,5013,3794,24071,urban
2988,4469,5289,9634,urban
5826,6862,10905,16010,urban
4391,6639,6960,18645,urban
4601,6422,7799,13474,urban
2248,4411,3277,23101,urban
5996,7274,5918,13631,urban
3054,4299,3912,18061,urban
10925,11914,13979,18304,urban
3696,4686,5040,11377,urban
5472,7274,9129,17518,urban
3172,4646,4299,17570,urban
4653,5433,8474,16318,urban
6272,8434,9129,16344,urban
11914,13402,14149,18225,urban
3316,4981,4456,18592,urban
4063,6331,5610,19438,urban
9175,8952,11895,23154,urban
3237,5184,4378,19523,urban
3834,5079,5394,12458,urban
2602,4922,3165,25172,urban
4175,5741,6311,15375,urban
4024,5387,6770,14005,urban
3296,4548,5105,10715,urban
4365,6848,7071,16738,urban
2851,4869,3408,23999,urban
4764,7209,7189,19923,urban
3336,4994,4037,18474,urban
3663,5164,4915,15086,urban
6429,8382,8690,23330,urban
3296,5000,4574,16384,urban
4004,4948,6075,11875,urban
5125,6206,11403,14870,urban
2923,4155,5131,11934,urban
2877,4686,4214,17871,urban
3401,5171,4810,17924,urban
12688,14935,15728,18193,urban
4627,4869,4843,11855,urban
3559,4561,5446,13218,urban
3808,4915,5505,12098,urban
3126,5013,4738,16489,urban
3545,4791,4391,21168,urban
8166,9365,10715,20414,urban
6567,8729,8598,17183,urban
2556,4483,3539,22013,urban
6449,7189,7215,15086,urban
5937,8362,8926,14129,urban
8880,10695,11967,18704,urban
5413,6993,6829,13087,urban
7235,8657,9686,14365,urban
6462,7504,8703,16718,urban
3421,5053,4915,17793,urban
8526,9254,10335,14601,urban
7078,8664,8841,18625,urban
7949,9601,14077,17983,urban
3532,5046,5230,17439,urban
5597,7445,8506,16482,urban
2995,4338,3467,18114,urban
2458,4895,3565,22557,urban
2956,4876,4030,19294,urban
5151,6658,7838,12681,urban
6462,7327,7654,13022,urban
3742,3519,3067,6291,urban
9555,11541,11927,19346,urban
2923,4528,3467,15158,urban
9568,10990,11383,17537,urban
7491,8959,9326,19313,urban
3087,5230,4463,19870,urban
4810,6337,6842,17537,urban
5112,5643,9942,16050,urban
7189,7661,9562,12989,urban
6665,9797,10440,18927,urban
11534,12131,13146,15375,urban
3591,5059,5662,12399,urban
3264,5230,4273,22590,urban
3375,5118,5138,16377,urban
9542,9922,10145,12498,urban
3880,5053,4850,13422,urban
3598,5223,5315,18448,urban
2497,4024,3506,19090,urban
10433,10846,12806,18114,urban
6573,8061,8257,20722,urban
9896,12530,13880,20303,urban
3467,5387,5682,17537,urban
2752,4535,4214,15591,urban
3781,5446,6213,14234,urban
6442,7346,8015,15945,urban
7497,9050,9856,12294,urban
6750,8834,8690,18048,urban
3749,5662,6429,16030,urban
5262,7170,8303,15263,urban
3473,5413,4758,16574,urban
3178,4424,3762,14975,urban
3853,5485,6337,14752,urban
4987,6632,7917,16194,urban
6475,7373,7936,15879,urban
7438,8867,10446,14149,urban
4725,6291,8290,16023,urban
4279,6842,6816,20113,urban
9011,9575,10623,18802,urban
6160,8447,8854,17327,urban
2353,4207,3296,18088,urban
5466,5806,7327,13317,urban
3237,4620,4909,16167,urban
5584,5905,6128,13363,urban
3853,4981,4469,11665,urban
5118,7255,8257,17826,urban
1422,3552,2235,16063,urban
7222,7963,9398,19890,urban
4319,6344,6750,18455,urban
4083,6534,5813,21423,urban
5335,8126,8873,14326,urban
2523,3624,3532,8454,urban
4692,6508,7641,15322,urban
3565,5276,5610,15951,urban
4935,7209,6848,16790,urban
6658,8624,7838,14306,urban
5996,7006,6920,17039,urban
8251,9981,11934,16174,urban
3945,5321,5826,16089,urban
4719,6147,7510,15977,urban
5466,7215,7825,21712,urban
3015,4646,4568,15433,urban
6010,6003,5793,13651,urban
2772,4483,4902,14398,urban
4902,8775,7189,21011,urban
3139,4843,4142,16738,urban
3952,5715,6442,17485,urban
5053,6573,8454,15984,urban
5898,7949,8343,15591,urban
5990,6475,6770,11593,urban
3978,6010,4338,20316,urban
2969,4653,6324,13992,urban
1704,3192,2182,13264,urban
2058,3919,3362,14752,urban
3296,4581,4778,14339,urban
8605,11383,12511,18527,urban
4941,7170,8493,16882,urban
3355,5230,5616,16200,urban
2064,3808,3165,16161,urban
4299,6121,7392,15735,urban
7432,8526,9883,14529,urban
1717,2589,2569,9909,urban
3690,5446,6187,9922,urban
5643,7543,10178,18625,urban
2458,4017,3480,15276,urban
4404,5354,4876,13664,urban
6167,7576,8978,12832,urban
4555,5203,6095,10630,urban
3349,5361,4620,21823,urban
3788,4607,5767,14601,urban
4909,7274,7346,20178,urban
8985,11089,12144,17681,urban
2733,4083,3657,11462,urban
3382,5066,4915,17078,urban
8998,10027,11370,16705,urban
2635,4358,3742,20591,urban
4987,6298,6121,9109,urban
3218,4345,4358,11331,urban
2641,4175,4391,12950,urban
9470,9955,11062,13513,urban
1796,3408,2851,15958,urban
7111,8107,8696,17249,urban
7386,10073,10649,18238,urban
4758,6947,7202,17557,urban
6036,8041,7589,17871,urban
5086,7143,7818,21921,urban
2490,4542,3178,20801,urban
4489,4836,6193,15322,urban
4974,5407,5983,15905,urban
5289,5374,5446,12026,urban
5937,7661,8579,18573,urban
4496,6357,7353,17006,urban
3847,5957,5846,17373,urban
4843,5230,6547,10879,urban
6403,7143,6822,17105,urban
5629,7209,8113,22446,urban
3113,3867,3454,19778,urban
7346,8991,9286,22465,urban
9758,11862,13258,18350,urban
7425,9961,9712,15034,urban
5636,7478,8841,12694,urban
4142,5243,6049,12537,urban
8277,8552,9509,15899,urban
5027,7130,7930,17570,urban
5629,8533,7930,22557,urban
7897,11246,13448,18704,urban
7314,10427,9739,17603,urban
6481,7989,8926,20145,urban
2569,4509,3480,20093,urban
10197,11541,11639,13762,urban
2851,4201,3906,15663,urban
9680,10171,11875,22079,urban
4161,5210,5374,10525,urban
4817,5197,5905,11914,urban
9122,10623,11069,14149,urban
5813,6449,7006,14247,urban
2569,3467,4011,10518,urban
2903,4011,4515,12773,urban
5557,7340,7478,14641,urban
3244,5033,5203,19071,urban
3473,5407,4692,21024,urban
5557,8434,7884,17249,urban
4522,6501,6612,15925,urban
2274,3650,3539,14457,urban
2254,3093,8225,13074,urban
5774,10027,10191,18979,urban
2949,3939,3650,15433,urban
3126,4601,4725,15001,urban
6049,7353,7445,15499,urban
2877,4044,4469,13789,urban
4306,5007,6023,16384,urban
3257,5164,5295,14785,urban
9503,9974,12733,21279,urban
3080,5217,4286,20126,urban
4168,5341,6285,13127,urban
6645,7969,8834,12760,urban
5079,6134,6665,14490,urban
5872,8061,9345,17203,urban
6534,7419,7648,21889,urban
10597,11403,13146,16030,urban
6121,8107,8801,17170,urban
1992,4437,2530,28016,urban
3703,5066,4358,17865,urban
2890,4214,3867,14326,urban
8782,11901,12203,23330,urban
8146,7301,8382,17105,urban
3506,4312,4843,14516,urban
2064,3788,2785,19064,urban
3224,5000,4555,17151,urban
10584,12321,13290,19025,urban
4594,5878,7353,15683,urban
6187,6042,6626,10518,urban
5000,5990,10309,16030,urban
6422,9686,11731,18638,urban
4037,6521,8048,18094,urban
4011,4686,4705,11600,urban
1894,2615,2431,10813,urban
3427,4915,5151,15833,urban
5446,6147,5865,13415,urban
7268,8474,10322,16017,urban
10125,11718,13566,15506,urban
3506,4568,4161,14450,urban
3414,5394,4011,17603,urban
2949,4076,4234,12144,urban
4397,5302,5839,13998,urban
3113,5125,5099,17504,urban
5190,6082,6350,14509,urban
3100,4882,4633,20401,urban
4142,6757,7196,18383,urban
4941,6350,5702,19379,urban
4450,5629,5970,17662,urban
3323,5557,4817,19824,urban
5695,8146,8985,18802,urban
4338,5944,5983,15479,urban
3211,5040,4679,18127,urban
3834,5020,5859,13028,urban
11855,14339,15545,19569,urban
3611,5479,4784,23154,urban
7635,5459,4194,15211,urban
3375,4981,5865,13435,urban
4568,6187,7124,12209,urban
3441,5374,4922,16941,urban
5544,5878,5826,16626,urban
8782,9811,11646,12262,urban
6226,6645,7451,12137,urban
7399,8329,9601,15551,urban
4882,6429,8133,14922,urban
4902,8002,8035,18560,urban
8906,11134,11442,19746,urban
3323,5099,5282,17137,urban
5151,6619,7786,14542,urban
7982,10014,11213,14713,urban
5485,5682,6036,12006,urban
3644,4483,7052,13723,urban
5348,6927,7117,19326,urban
2261,3336,3408,11482,urban
8192,8375,9254,10184,urban
4679,6023,6678,12609,urban
7327,9712,10466,16528,urban
4273,5957,6855,16620,urban
2929,3755,4155,13710,urban
3067,4974,4057,20722,urban
5223,6665,8631,15617,urban
2543,4404,3532,18782,urban
5741,7458,8008,19726,urban
4581,6757,7320,15846,urban
7104,10545,11318,21207,urban
3480,5826,6495,25795,urban
7510,8526,9640,16082,urban
5086,7445,6114,15669,urban
2209,3873,3113,17504,urban
4463,6855,6744,19503,urban
6757,9050,10073,18383,urban
2569,4358,4365,18881,urban
6344,6875,8467,10355,urban
2772,3486,3893,10368,urban
3952,3860,4784,7307,urban
9483,11528,13402,20545,urban
3899,5538,6062,15257,urban
3198,4450,4745,12609,urban
3513,4745,4719,10086,urban
4050,6239,6193,19235,urban
4705,6082,7989,15558,urban
4378,5367,8290,21161,urban
4646,6390,7884,17439,urban
5977,7635,8336,17937,urban
5977,8926,9496,17393,urban
3912,4994,6010,11462,urban
1809,2962,2825,9870,urban
3618,5118,5210,17118,urban
3408,5511,6029,14896,urban
3677,4987,5996,10505,urban
4358,6324,6383,16928,urban
2759,3172,4004,7314,urban
3906,5885,6337,19064,urban
2156,3801,2405,23475,urban
2838,4594,4024,15289,urban
4961,6206,8238,16639,urban
9725,11030,11711,18435,urban
6639,8310,9529,13559,urban
4954,5643,5649,15158,urban
8257,10178,11259,17629,urban
3205,5033,4889,17223,urban
7025,8415,8690,12465,urban
1756,3303,2294,15178,urban
5197,6383,7038,12360,urban
4620,5905,7510,13599,urban
12157,14103,14811,17904,urban
3545,4863,8585,18592,urban
2281,4411,2818,28482,urban
2621,4443,3729,17518,urban
7065,9601,11174,17504,urban
5806,7333,7746,8919,urban
2464,4371,4109,15257,urban
11357,11927,12026,16344,urban
5118,6593,6455,16705,urban
4555,5380,5905,14811,urban
3434,4594,3919,22177,urban
3303,4928,4836,17065,urban
5387,7497,6521,15466,urban
10289,12386,13402,22079,urban
4240,4542,6501,9168,urban
6626,8723,9280,17216,urban
10125,12242,13389,19470,urban
9201,9817,7877,14758,urban
1907,4188,3500,16974,urban
3604,4686,5210,11626,urban
6495,8618,8873,15198,urban
4050,5341,5944,12104,urban
9234,8959,9024,10309,urban
8238,11030,12327,19982,urban
6377,7890,8592,14798,urban
3447,4692,4719,17616,urban
3677,5243,5400,17904,urban
2680,3958,3814,13002,urban
7799,9817,10407,18002,urban
2300,3618,3224,16784,urban
4463,6501,6979,14824,urban
4679,5321,5361,8349,urban
3827,5695,5420,12301,urban
3847,4830,8880,15296,urban
5669,6842,6481,10446,urban
3185,5289,5564,18638,urban
2064,4430,3218,24530,urban
9050,9057,10151,19503,urban
2838,4797,4411,16856,urban
3886,6363,6042,14634,urban
8139,9640,11626,16718,urban
2811,3873,4902,9778,urban
3847,5662,6226,17570,urban
3611,6822,5610,18448,urban
2405,3821,3821,13238,urban
4941,6763,8107,15696,urban
4286,4063,4227,12242,urban
3775,5741,6114,15499,urban
4273,5492,6554,14798,urban
8513,11233,11757,21646,urban
4443,5243,7065,14673,urban
2720,4253,3912,14142,urban
6934,6704,17039,20159,urban
3133,4325,4771,12242,urban
4371,5407,5557,11036,urban
3519,5131,5315,17367,urban
3532,5597,5249,15021,urban
6285,8952,8441,21102,urban
2916,4129,4653,13192,urban
3618,5354,5787,15630,urban
3106,4922,4633,19103,urban
6717,8893,10381,17983,urban
7137,8605,10368,16213,urban
3585,4430,5125,11606,urban
3690,5485,5394,17472,urban
2589,4129,4358,13035,urban
2628,4083,3611,19588,urban
1376,3329,2071,22079,urban
3408,5590,4561,19680,urban
3375,4738,4804,16862,urban
4902,7838,7117,18317,urban
4574,6259,6239,21790,urban
3840,5649,6036,18415,urban
4987,7242,8415,11567,urban
5217,6744,6147,19661,urban
7458,9201,9784,17773,urban
3552,5125,4699,12806,urban
4397,6265,6324,15807,urban
3165,4705,4954,13068,urban
4607,5918,7274,15414,urban
6154,9011,9981,17917,urban
3139,4705,4214,18029,urban
6789,8880,11016,16816,urban
3178,4981,4522,18284,urban
3152,4791,5144,14509,urban
4306,6331,5787,19837,urban
3742,5210,5741,15781,urban
9018,11102,11999,19136,urban
3814,5138,5905,14929,urban
5682,7884,7320,23389,urban
7183,7137,7261,17006,urban
6586,8946,9254,20368,urban
5885,6665,12714,19680,urban
3513,5688,5918,16770,urban
5420,7222,6907,17249,urban
2766,4646,4142,17970,urban
5387,7071,6947,17439,urban
3677,5511,6095,16010,urban
4535,5826,5158,18802,urban
4542,5643,6226,11783,urban
6108,8087,8421,17917,urban
6278,5695,4194,17183,urban
4489,5675,7025,14254,urban
3919,4738,4954,18048,urban
4096,5721,6075,20467,urban
3991,6219,5944,19949,urban
9752,10663,10184,13979,urban
6501,7327,5793,12078,urban
2877,4358,4063,18586,urban
3323,5302,5413,16541,urban
3493,5118,5846,13775,urban
4653,6252,6803,14215,urban
2346,4050,6062,18815,urban
3067,4450,3742,17229,urban
5590,9122,11501,13952,urban
4863,6409,6370,18310,urban
4391,5656,5741,12897,urban
3965,4102,4306,10820,urban
8579,10014,10846,17151,urban
4306,6154,6508,17583,urban
5223,6291,7170,20014,urban
8290,10577,14234,21024,urban
2005,2628,2693,10361,urban
7582,8598,8959,16351,urban
1547,3087,1973,14024,urban
3080,5013,4804,17098,urban
1665,3919,2438,20755,urban
3985,5629,6501,16561,urban
3709,4836,5865,11921,urban
3152,4044,3788,9994,urban
4902,6278,8251,15506,urban
3677,5262,5656,15532,urban
6724,8008,7930,16718,urban
4922,7255,7130,16751,urban
5590,7694,7910,20349,urban
3775,5230,5761,14641,urban
4378,6357,6809,17937,urban
5315,7097,6822,19457,urban
3460,5479,4712,21980,urban
3388,4987,5420,14601,urban
5892,7471,7799,12865,urban
4325,5715,5708,15230,urban
7786,9201,8421,18094,urban
5177,6449,8349,14378,urban
3677,5321,5387,14752,urban
5394,7399,7838,14359,urban
5872,7923,9142,19778,urban
4653,5754,7078,8146,urban
1979,3591,2857,16915,urban
9686,10682,12117,19536,urban
5046,6901,7871,16233,urban
2379,4850,3709,19661,urban
4732,7137,7707,15466,urban
4889,6436,7523,16377,urban
5400,7097,6842,17930,urban
5518,5754,10007,16161,urban
2077,3375,3015,12589,urban
3526,5269,5649,15912,urban
5721,6311,6206,15335,urban
3762,5767,5321,15794,urban
6173,5715,5459,12491,urban
1678,3427,2038,16469,urban
2956,4102,3880,14890,urban
3139,4483,4666,15676,urban
3257,4404,4345,16561,urban
2405,4863,3139,25598,urban
3631,4679,4771,15152,urban
5236,6495,6881,16495,urban
9509,11901,13848,20958,urban
2189,3316,8421,12989,urban
2484,4522,3677,17314,urban
5295,6993,8801,16462,urban
9273,10518,11600,11888,urban
3329,4882,5223,15073,urban
4889,6770,7792,12222,urban
9673,11960,11672,19890,urban
3775,5623,6036,14942,urban
1815,3716,4555,20401,urban
4437,6409,5335,15014,urban
3899,5944,5767,18225,urban
2189,3355,3015,14267,urban
1560,3113,1835,15545,urban
4719,6599,6947,13723,urban
5485,6245,7163,10997,urban
4194,5335,6134,10872,urban
3893,5498,4784,18664,urban
5872,7484,8238,18481,urban
12248,13559,14274,20945,urban
3355,5066,5426,17472,urban
2254,3847,5433,19090,urban
5151,7097,8592,15689,urban
6121,6481,6082,14464,urban
4587,6514,5643,19969,urban
7143,7392,10427,20834,urban
3362,4719,4869,15479,urban
7156,9719,10263,24431,urban
6888,8998,9313,16993,urban
9562,11174,12674,15309,urban
6704,7170,7537,10898,urban
1940,4430,3421,19569,urban
3611,5538,6357,12275,urban
5479,7412,8618,16253,urban
4299,5361,5086,17609,urban
2287,4161,2988,24353,urban
5721,7235,9542,14785,urban
5426,7746,8696,19569,urban
3749,5033,5859,15125,urban
11056,11685,11351,13677,urban
4306,5813,6180,19451,urban
5413,6966,7936,15230,urban
3139,5302,4083,22000,urban
11351,12439,13448,19058,urban
3650,4810,4574,14568,urban
2962,4568,4266,16738,urban
7648,9437,9280,15565,urban
3119,5151,4483,20480,urban
6147,6121,5013,16030,urban
6691,9070,8533,16574,urban
4293,5787,5865,15184,urban
3329,5171,4391,23036,urban
7668,10066,11469,16849,urban
8310,8946,10191,16181,urban
6468,7058,14529,16462,urban
3683,4594,3912,18258,urban
2510,3893,4542,15774,urban
3729,5289,4109,16331,urban
3395,4129,5118,10243,urban
3336,5217,5223,16181,urban
4430,4673,4214,18959,urban
7700,9149,11056,18671,urban
2956,3991,4345,11082,urban
13330,14975,16154,20958,urban
9267,12321,22511,25840,urban
5564,5787,6167,12930,urban
1999,2752,6134,10905,urban
2569,3631,4266,12963,urban
4319,5813,6226,18920,urban
3087,4358,4627,14300,urban
4522,6331,7215,18127,urban
2431,4548,3113,25788,urban
3500,5643,5321,20257,urban
5158,6318,7635,15184,urban
3716,5433,3985,24864,urban
8769,9470,9267,11311,urban
4961,5741,6134,11259,urban
3028,4994,4863,15558,urban
4358,5616,5505,18396,urban
2444,3794,3165,13618,urban
6501,8126,8546,15237,urban
2929,3808,3414,10322,urban
3349,5013,5262,17885,urban
5485,7111,8624,13461,urban
2084,4207,2739,27105,urban
6855,7038,8565,15597,urban
3709,4574,4699,12334,urban
3395,5341,5407,18428,urban
4725,6082,6042,12792,urban
4135,5361,6534,12930,urban
12733,17917,15368,21889,urban
2936,4096,3880,16371,urban
5046,6999,7248,15394,urban
8067,9614,9201,17583,urban
3978,5800,5525,14470,urban
4207,6016,6730,18206,urban
4227,4987,6245,12360,urban
9149,11200,11534,16882,urban
4646,6580,3945,8893,urban
3873,5059,6907,18560,urban
4181,5099,4797,12655,urban
3178,4312,3565,17662,urban
2385,3572,6213,12190,urban
4083,5446,4902,15519,urban
3735,5531,4660,19261,urban
4378,6501,6049,26194,urban
1756,2943,2025,13802,urban
3794,5446,4869,19425,urban
8303,8801,7720,14772,urban
7196,10210,11285,22380,urban
4581,6318,7248,15846,urban
3493,5682,5027,22498,urban
3277,4882,5243,16384,urban
2241,3277,3382,11154,urban
3513,5184,6141,16017,urban
6108,7268,7360,17518,urban
5511,7235,9555,17537,urban
3303,4954,4673,17170,urban
6128,7825,10446,20204,urban
4574,6363,6940,15178,urban
5505,6508,7019,14339,urban
8297,9529,9745,18238,urban
3716,4830,5171,9103,urban
2726,3631,4057,9968,urban
2307,3447,4155,11501,urban
3952,5276,5190,14549,urban
11757,13599,15447,21089,urban
4719,6272,7582,15093,urban
5826,7425,7602,16449,urban
9489,11803,12701,19038,urban
3224,6639,5479,19169,urban
2818,4358,4699,10971,urban
4175,4469,4810,11567,urban
3545,5669,5787,16672,urban
7504,8349,9293,15827,urban
13651,13625,15289,21790,urban
3578,4535,4391,18225,urban
4797,5878,6875,16351,urban
7294,8585,9725,15984,urban
3663,5754,6619,22288,urban
4863,6409,7405,16056,urban
3971,5924,6200,16213,urban
3493,4935,5158,18343,urban
