B02,B03,B04,B08,class
2451,2910,3690,6154,forest
2366,2759,3441,5203,forest
2431,3401,3611,9752,forest
4286,6160,6770,16633,forest
3021,3486,4719,7006,forest
3165,3873,4738,7635,forest
3257,4705,4666,16141,forest
2451,3054,3814,5577,forest
4961,6226,8343,11986,forest
3912,5702,6049,17708,forest
2268,2602,3303,5321,forest
3965,5262,6311,13585,forest
3041,4968,4299,20703,forest
2012,3696,2458,21921,forest
4102,5053,6265,11016,forest
3283,4981,4954,17603,forest
3002,4679,4581,14464,forest
1789,3060,2903,13349,forest
3709,4725,6003,9627,forest
2209,2576,3146,5439,forest
3873,5538,5636,17249,forest
4122,5387,6252,11875,forest
2123,2654,3762,5649,forest
4122,5223,4279,25952,forest
4935,6986,8579,17694,forest
1979,3067,2464,12615,forest
3473,5321,5302,19661,forest
3985,5276,5636,14601,forest
3257,4941,4686,15624,forest
3434,5459,5466,17327,forest
2497,3978,3578,16449,forest
4037,5027,6285,10722,forest
1979,2471,3408,5190,forest
2385,2811,3323,5053,forest
3559,5158,5269,15119,forest
3434,5066,5754,12439,forest
2097,2602,3441,5046,forest
2294,2779,3500,5898,forest
4083,5118,6652,10833,forest
2713,3303,4430,6521,forest
3408,5066,5387,13422,forest
3316,4279,4895,10912,forest
2471,2923,3677,6029,forest
2451,2877,4024,6036,forest
2169,2451,3368,4850,forest
2110,2451,3388,4850,forest
3821,4974,5643,13553,forest
4102,5905,6593,16580,forest
2792,3480,4404,10767,forest
4332,5321,6606,11318,forest
2372,2752,3368,5197,forest
1848,2635,2510,10728,forest
2307,2569,3368,5099,forest
3611,5479,5721,17386,forest
2576,3231,4469,6717,forest
3093,4286,4758,11672,forest
2988,4030,4509,12176,forest
1979,2261,3060,4483,forest
2235,2661,3041,5348,forest
3670,5361,5682,16095,forest
4181,5872,6481,15506,forest
2182,2628,3231,5400,forest
2169,2615,3519,4961,forest
3631,4502,5125,11482,forest
3624,5551,5754,17898,forest
2412,4030,3690,13789,forest
3801,4646,5806,8638,forest
2366,2785,3545,5282,forest
1927,2602,3618,5302,forest
3192,4345,4915,12714,forest
4188,5656,6265,15401,forest
1874,2169,2838,4266,forest
3716,4738,5872,10322,forest
1710,2923,2058,11462,forest
2051,2313,3034,4699,forest
3388,5046,4915,16960,forest
2071,2589,3244,5249,forest
1966,2313,2956,4587,forest
2825,3427,4601,7654,forest
2569,3185,4568,7078,forest
3323,4778,5007,13002,forest
3421,5092,5125,16561,forest
2739,3336,4542,6626,forest
2143,2458,3349,5046,forest
1973,3205,3074,10027,forest
4004,5492,6350,15591,forest
2117,2621,2988,5695,forest
2399,4437,2988,23101,forest
2372,3074,4102,5708,forest
3002,5033,3768,19569,forest
3467,5105,5708,15008,forest
2209,3264,3074,15453,forest
2117,2497,3231,4961,forest
4640,5846,7045,14267,forest
1959,3545,2261,16305,forest
2425,2903,3808,5544,forest
3316,4371,5086,11986,forest
4489,6055,7327,15014,forest
3106,4201,4620,12661,forest
4201,5767,6639,15257,forest
2949,4070,4044,12275,forest
3493,4581,5210,11777,forest
2274,4135,3113,21266,forest
4175,5086,6619,10695,forest
3342,4234,4869,11213,forest
3545,5623,5459,20414,forest
2274,2562,3618,5439,forest
3906,5813,6049,17196,forest
2628,3703,4542,11967,forest
2897,4273,4188,14090,forest
4352,5407,7111,10774,forest
4240,6213,6914,16718,forest
4719,5931,7163,14523,forest
3139,4234,4941,12065,forest
2228,2562,3342,4882,forest
2870,3735,4411,10341,forest
2228,2707,3493,5289,forest
3460,5046,4823,18638,forest
2313,2654,3349,5079,forest
4646,5839,7419,12144,forest
4135,5505,6350,13926,forest
2169,2556,3192,4954,forest
2195,2589,3362,5027,forest
2215,2851,3709,5597,forest
1855,3165,2281,11691,forest
2340,2693,3264,5557,forest
2484,3028,4063,5669,forest
2635,3401,4463,6665,forest
4247,5433,6580,11895,forest
1966,2569,3224,5413,forest
2274,3781,3119,18592,forest
2209,2418,3211,4928,forest
1651,3840,2254,15145,forest
2320,2602,3349,4994,forest
3952,5164,6599,10695,forest
1999,2523,3100,4882,forest
4646,5485,7006,10853,forest
1848,2097,2759,4417,forest
1894,2209,2811,4430,forest
4070,5053,6206,10525,forest
2130,2602,3303,5040,forest
3801,5118,5820,14201,forest
4050,6016,6586,18985,forest
1842,2608,3735,5505,forest
5072,6593,8218,15663,forest
3729,5315,5715,15394,forest
3539,5282,5367,16515,forest
4260,5859,6337,16122,forest
2779,3152,4260,6514,forest
3106,4299,5000,11161,forest
2058,3224,2556,11370,forest
2418,3696,3303,14031,forest
2674,3434,4325,7202,forest
3342,5144,5243,16141,forest
1553,3041,1822,14051,forest
4161,6134,6311,16082,forest
4889,6586,8028,15375,forest
4201,6095,6350,17072,forest
1828,2228,2884,4489,forest
2176,2359,3211,4836,forest
3559,4188,5407,8094,forest
2326,2713,3591,5190,forest
3860,4994,6193,11082,forest
4332,5937,6567,14634,forest
2713,4345,4161,12661,forest
4161,5662,6114,15584,forest
2195,2517,3159,4935,forest
3028,4319,6010,9221,forest
4889,6167,7805,15283,forest
4981,6396,8126,12229,forest
3742,5564,5787,18605,forest
2969,4725,4483,15787,forest
3316,4712,5013,15230,forest
2549,2903,3670,5315,forest
5485,6606,8533,16017,forest
2268,2693,3198,5413,forest
2176,2576,3460,5328,forest
4050,5164,6717,11921,forest
2051,2621,3021,5223,forest
2018,2543,3002,4994,forest
2464,3015,3958,6023,forest
2051,2497,3264,5118,forest
3067,4882,4299,19038,forest
4142,5924,6383,17721,forest
1789,2195,3002,4555,forest
2975,4489,4142,15381,forest
1999,2261,2923,4509,forest
3631,4397,5531,8690,forest
3755,5426,5931,17170,forest
2182,2615,3473,5072,forest
2562,3618,3408,11488,forest
1756,3663,2320,14850,forest
3755,5046,5675,13258,forest
3821,5924,6075,18153,forest
2857,4719,3899,16915,forest
2084,2425,3283,4961,forest
4030,5767,6023,16135,forest
1946,2890,2523,10984,forest
4142,6108,6632,17282,forest
1842,2464,3152,4961,forest
3480,5027,4856,15886,forest
3434,4902,5236,13861,forest
4279,5374,6370,12550,forest
2202,2602,3303,5433,forest
2523,3113,4332,6075,forest
4751,6213,7877,15112,forest
3139,4299,4797,12498,forest
3336,4705,4856,13513,forest
3781,5734,6534,12858,forest
2490,4325,3434,20060,forest
5079,6495,7982,15230,forest
3703,4286,5682,8677,forest
4050,5898,6960,14359,forest
2307,2523,3198,4994,forest
2228,2582,3139,5702,forest
4509,5531,6953,11416,forest
2209,2766,3041,10486,forest
4260,4928,5092,13258,forest
2104,2641,2975,5341,forest
3401,5302,4778,19864,forest
3159,4247,4935,11947,forest
3251,5020,4312,17360,forest
4194,5033,6298,11049,forest
3690,4358,5643,8631,forest
4194,5806,6390,16050,forest
2969,3991,4869,12176,forest
2222,2785,3637,5295,forest
3775,4345,5400,9313,forest
2346,2707,3840,5990,forest
4614,6003,7078,17203,forest
4017,5498,5931,16213,forest
3952,5878,5846,17373,forest
2693,3329,4522,6757,forest
2130,2635,3362,5262,forest
3310,4948,5053,15053,forest
2405,2641,3368,5053,forest
2661,3336,3939,6816,forest
2281,2752,3572,5321,forest
3329,4535,5086,12072,forest
4220,5669,6462,13507,forest
2307,4109,2870,15361,forest
4653,6298,7674,14562,forest
3342,4935,4850,15584,forest
4535,5898,7097,13802,forest
2156,2680,3368,5374,forest
3493,5282,5538,16849,forest
2012,2372,3034,4581,forest
3460,5531,5223,20676,forest
3808,5570,6075,14575,forest
1632,2248,2195,7963,forest
2838,3729,4358,9942,forest
4705,6095,7871,14909,forest
2202,2654,3408,5079,forest
3434,5230,5210,19444,forest
4161,5951,6226,16475,forest
4555,5977,7569,12989,forest
3762,5262,6029,12865,forest
2864,3427,4581,7111,forest
5158,6953,7661,16194,forest
5538,6862,6403,11665,forest
3604,4620,5813,10394,forest
2032,2661,3683,5688,forest
2844,3532,4397,8329,forest
2910,3847,3703,13120,forest
2340,3657,3139,12098,forest
3559,5190,5682,14785,forest
3539,4791,5806,12576,forest
7753,8710,9529,17970,forest
4148,5472,6658,14241,forest
1992,2497,3087,4915,forest
3441,4614,4915,9280,forest
2300,2569,3329,4895,forest
2988,4417,3539,17681,forest
2936,4705,3991,18625,forest
3264,4109,5197,10125,forest
2287,2733,3467,5269,forest
1855,2071,2779,4168,forest
2569,3539,3323,11823,forest
3113,4273,5144,11632,forest
3618,4804,5846,12504,forest
2949,4627,4122,17000,forest
2654,4122,3637,13782,forest
4365,5282,6521,10833,forest
2176,3906,4496,20703,forest
2110,2438,3185,4902,forest
1914,3637,2320,13802,forest
4214,5787,6062,16593,forest
5053,6167,7982,12248,forest
2281,2857,3755,5728,forest
3408,4214,5249,10007,forest
4102,5826,6285,16607,forest
3434,4515,5282,12275,forest
4286,5977,6409,14319,forest
3978,5780,6331,17295,forest
2510,2864,3591,5335,forest
4129,4758,5027,14994,forest
3827,4922,5485,12943,forest
3467,4050,5308,8303,forest
3231,3978,5007,8506,forest
3775,4922,5203,13376,forest
2189,2576,3106,5276,forest
1953,3519,2884,16430,forest
2326,2825,3526,5348,forest
2995,4057,4227,11462,forest
2130,2530,3382,4922,forest
2018,2949,2641,11442,forest
4404,5439,6200,12288,forest
3165,4142,4915,11226,forest
3060,4843,4515,17609,forest
5289,6639,8513,14765,forest
3565,4404,5636,8290,forest
3814,4463,5734,8919,forest
3205,4850,4922,15866,forest
2982,4057,4843,10486,forest
2202,2484,3126,4902,forest
4083,5774,6278,17046,forest
2425,3002,3991,5937,forest
5505,7078,9018,15014,forest
3585,4961,5092,13920,forest
2235,2707,3401,5203,forest
2766,3939,3532,15578,forest
3192,4915,5013,17052,forest
3716,4666,5767,9234,forest
3971,5551,6350,15728,forest
3296,4057,4889,10171,forest
2379,2943,3696,5348,forest
3670,5466,5708,17767,forest
4017,5649,5951,16285,forest
2916,4345,4214,13821,forest
1907,2648,3218,5230,forest
2608,3218,4312,6475,forest
4194,5354,6468,11056,forest
1835,2825,2379,12406,forest
1966,2313,3139,4922,forest
2261,3467,3447,14680,forest
3074,4719,4148,17203,forest
4483,6298,6449,18134,forest
4882,6147,7890,14142,forest
2097,2641,3395,5027,forest
2136,2471,3165,4817,forest
4391,5787,6842,12701,forest
2949,4175,4719,12111,forest
3598,4417,5603,9077,forest
2458,3113,3506,7923,forest
4719,6121,7818,15080,forest
2418,4411,3211,22433,forest
4089,5774,6167,15656,forest
4941,6455,8362,14536,forest
2759,4679,4371,17649,forest
3840,5328,6495,14693,forest
2667,3683,3781,10702,forest
3146,4325,4830,12963,forest
3054,3211,3467,11154,forest
2326,2870,3165,6187,forest
4109,5525,6593,13494,forest
2281,2674,3493,5505,forest
2451,3067,4057,5688,forest
2222,2707,3618,5282,forest
4030,5721,6298,14962,forest
2779,4817,4286,20480,forest
3742,5243,5361,16141,forest
3408,5171,5223,15486,forest
2733,4371,3532,12950,forest
3998,5643,6252,15053,forest
2523,2726,3624,5151,forest
2156,2602,2995,4889,forest
2215,2608,3270,5223,forest
1966,3185,2444,11914,forest
3709,5171,5230,15866,forest
4194,5885,6612,15073,forest
4699,5944,7379,12576,forest
3808,4935,5747,11881,forest
2372,2903,3926,7229,forest
5020,6508,8231,13952,forest
2136,2582,3362,5027,forest
3657,4135,5328,8035,forest
4391,5898,6088,18134,forest
2687,4332,3958,13402,forest
4332,5564,6698,12478,forest
4745,6245,7733,16279,forest
4011,5308,6907,11429,forest
3368,4981,5151,15211,forest
2497,3349,3683,10112,forest
3506,4266,4352,12032,forest
2209,2648,3572,5171,forest
2405,3106,4424,6717,forest
2130,2720,3513,5335,forest
2202,2569,3277,5033,forest
1927,2805,2923,10551,forest
2058,3133,3441,9745,forest
4633,5970,6750,16181,forest
6979,10079,9070,20322,forest
3074,4994,4614,19765,forest
3552,5020,5125,14608,forest
1848,3709,2215,19713,forest
3781,4522,5852,8998,forest
4607,5937,6809,14608,forest
3270,4496,5420,12098,forest
2503,3015,3971,6088,forest
2091,2510,3172,5020,forest
3709,5426,5715,17452,forest
2792,3421,4666,6973,forest
2064,2549,3480,5394,forest
2143,2595,3172,4994,forest
2923,4791,4437,16371,forest
2923,4509,4378,14070,forest
2556,3054,3971,5780,forest
2248,2838,3729,5577,forest
3126,4633,4594,14791,forest
3768,5531,5951,16731,forest
3585,4928,5013,16213,forest
4214,6311,7419,15447,forest
3985,5295,6088,13959,forest
2615,3060,3985,10210,forest
4168,5643,6278,13520,forest
1907,2235,3021,4640,forest
2143,2490,3146,5151,forest
2268,2897,3585,5433,forest
4469,5289,6711,11089,forest
1927,2268,3028,4548,forest
2379,2648,3454,5072,forest
2104,2556,3015,5171,forest
3473,4201,5354,8369,forest
2379,2503,3251,5027,forest
3034,4430,4817,12615,forest
2444,2923,3722,5479,forest
3690,5079,5793,14247,forest
2038,2517,3192,4915,forest
2320,2798,3565,5459,forest
2333,2805,3539,5308,forest
2287,3002,4194,6193,forest
4745,6180,7543,13841,forest
2248,2693,3604,5079,forest
2091,2523,3198,4895,forest
3926,5544,6363,13009,forest
3060,3742,4778,8146,forest
2097,2628,3441,5407,forest
2536,3545,3821,10649,forest
2444,3041,3932,5531,forest
3414,4266,5538,8638,forest
2484,2995,4083,5839,forest
2064,2379,3251,4948,forest
2556,4633,3368,20781,forest
3860,5177,6036,13192,forest
2189,2635,3434,5197,forest
3473,4863,5282,14601,forest
3650,4181,5551,8447,forest
3336,4430,4987,11167,forest
3460,5190,5394,17039,forest
1979,2530,3113,5413,forest
4273,5702,7038,14509,forest
4017,5918,6167,16725,forest
2759,4430,4293,16888,forest
4954,6350,8061,14437,forest
3716,5341,5643,16974,forest
3336,4869,5007,13966,forest
1874,2104,2962,4574,forest
4063,5079,6488,10630,forest
2707,4030,4070,14057,forest
4915,6069,7569,14791,forest
2123,2608,3388,5603,forest
3526,5066,5184,15237,forest
2209,2648,3323,4961,forest
1501,3467,1783,19313,forest
3952,5721,5944,16167,forest
1887,3467,2628,14215,forest
2241,2621,3336,5105,forest
2811,4279,4712,14719,forest
3074,3794,4876,7124,forest
2497,2949,3853,5820,forest
2326,2530,3395,5092,forest
2975,3873,4797,8598,forest
3631,5243,5426,17085,forest
3794,4876,6416,10099,forest
2418,3801,3080,12393,forest
4076,5492,6612,13454,forest
4004,5151,6206,11626,forest
4306,5511,6357,12353,forest
3146,3827,4843,8801,forest
2949,3991,4633,10545,forest
3349,4915,5774,13107,forest
2785,4614,4063,21961,forest
3768,5190,5865,13677,forest
2195,3054,3821,6573,forest
3224,3657,4076,10695,forest
3041,4378,4961,12930,forest
3683,5354,5053,16508,forest
4850,6003,7910,12353,forest
4673,6003,7510,12910,forest
2182,2523,3198,4974,forest
4535,5918,7425,14339,forest
3493,5177,4083,22144,forest
3375,4227,5466,9136,forest
2294,2766,3519,5518,forest
1979,3513,2615,14470,forest
4011,5577,5957,15558,forest
2235,4057,2818,17760,forest
2261,3814,3178,16882,forest
3840,4909,4725,14739,forest
2176,2713,3303,5138,forest
2287,2648,3224,5190,forest
4030,5597,6213,14962,forest
3133,4666,3690,19202,forest
3060,4869,4483,17262,forest
2189,2530,3382,5184,forest
1901,2268,3067,4725,forest
2051,2477,3139,4961,forest
3473,4109,5236,8074,forest
4102,5924,6730,15565,forest
1710,2975,2582,12458,forest
2150,2654,3368,5151,forest
2805,3395,4509,7143,forest
2589,4083,3670,13225,forest
4489,5590,7176,10912,forest
4509,5977,7222,15650,forest
2602,3159,4430,6508,forest
4666,5951,7261,14608,forest
3559,5046,5164,15158,forest
4325,5918,6187,14097,forest
2969,4660,4037,19536,forest
1959,2582,3814,5086,forest
2340,2766,3604,5407,forest
2877,5007,4142,14319,forest
4135,5859,6593,16010,forest
3827,5505,5918,15918,forest
1887,3585,2399,17583,forest
2746,3650,3703,10997,forest
2366,2713,3598,5203,forest
4063,5144,6180,13854,forest
1789,3257,2123,13002,forest
1999,2307,3126,4902,forest
2143,3342,2923,14450,forest
3755,5374,5937,14739,forest
2117,2687,3257,5125,forest
2012,3716,2458,14765,forest
3716,4863,5138,14758,forest
3637,5105,5623,13972,forest
3139,4279,4817,12393,forest
2929,4771,4319,13599,forest
4705,5826,7038,15794,forest
2222,2608,3382,5230,forest
4358,5623,7111,12072,forest
2143,2615,3224,4876,forest
3801,5505,5878,16836,forest
3768,5361,5551,15663,forest
2189,2726,3513,5177,forest
2222,2680,3080,4791,forest
3650,4745,5485,11934,forest
2458,3015,4148,5662,forest
2032,2490,3205,4902,forest
2680,3493,5105,7936,forest
4469,5944,7274,14706,forest
2818,3644,3840,14103,forest
4030,5531,6291,15709,forest
3467,4293,5374,8552,forest
2576,4234,3460,17472,forest
2091,2340,2962,4686,forest
2097,2530,3441,5505,forest
3441,5190,5158,15905,forest
1468,2851,1907,12504,forest
4011,4850,6049,10374,forest
2628,3375,4411,6658,forest
2300,2536,3277,5105,forest
2392,3133,3257,11914,forest
1907,2202,2975,4607,forest
3762,5479,5754,15237,forest
3087,4161,4450,11954,forest
2543,3519,3657,10033,forest
2379,2700,3329,5321,forest
3486,5079,5197,17511,forest
2766,3421,4253,7884,forest
2444,2969,3591,5675,forest
3867,5590,5643,16240,forest
2104,2497,3185,4817,forest
4266,5321,6409,11305,forest
2733,3755,3919,11750,forest
5806,7104,6481,14713,forest
3735,5426,5505,15853,forest
2130,2615,3218,4961,forest
3237,4705,5033,11829,forest
2562,3100,4201,5839,forest
3454,5269,5066,16607,forest
4489,4889,5695,11514,forest
2412,2956,3683,5413,forest
3218,4430,4810,13553,forest
5662,6855,8873,15977,forest
2379,3572,3447,13526,forest
3401,4686,5118,13107,forest
2648,3677,3794,12190,forest
3801,5354,6095,14431,forest
3028,4011,4889,10374,forest
5931,7242,7838,14903,forest
2359,3165,3336,9811,forest
2071,2261,3041,4935,forest
2150,2680,3277,4922,forest
2543,3251,4345,6829,forest
3159,4083,4915,10014,forest
3414,4692,5059,13841,forest
2903,3493,4535,6822,forest
3178,4070,5171,7661,forest
3611,5086,5715,15663,forest
2163,2438,3303,5210,forest
1999,2287,2995,4561,forest
5616,7307,8854,16135,forest
2543,3781,4089,12176,forest
2150,2693,3277,5387,forest
4745,5564,7255,11279,forest
1999,3853,2766,17616,forest
1651,2012,2569,4050,forest
3808,4653,5282,13513,forest
2215,2772,3526,5282,forest
2595,4483,3637,19182,forest
1992,2628,3427,5053,forest
3506,4542,5485,11783,forest
2189,2615,3323,5033,forest
2202,2569,3264,5230,forest
3788,4948,5643,13304,forest
4489,6016,7019,15578,forest
2300,2471,3028,5426,forest
2287,3427,3296,12262,forest
2130,2602,3349,5171,forest
3408,4306,5341,8762,forest
4699,6101,7779,14562,forest
2018,3382,2497,15230,forest
4161,5951,6429,15866,forest
3178,4692,4686,13513,forest
2123,3447,2615,11999,forest
3526,5341,5453,18219,forest
4948,6187,7720,14365,forest
2366,2818,3611,5394,forest
2254,2615,3093,5223,forest
2510,3041,4122,6088,forest
2798,3506,4882,7523,forest
3853,5387,5702,13435,forest
3624,5243,5610,14267,forest
2707,3801,3853,13271,forest
1704,3631,2209,14850,forest
3002,3978,3985,11973,forest
2949,4699,4489,19038,forest
4024,5793,6344,16974,forest
2176,2326,2956,4784,forest
2405,3513,3821,10086,forest
3473,5059,5400,15709,forest
4096,5053,6259,11115,forest
4548,5977,7353,17229,forest
2346,2733,3486,4994,forest
5007,6272,8402,12465,forest
3670,5033,5511,13631,forest
2241,2562,3362,5190,forest
2169,2602,3493,5269,forest
3735,5210,5944,14365,forest
2333,2838,3749,5177,forest
3434,5407,5269,18750,forest
5335,6953,8696,14968,forest
3454,4312,4542,13238,forest
3080,4771,4548,16842,forest
3329,3958,4764,9955,forest
2248,2779,3486,5158,forest
5387,7202,8703,17793,forest
2143,2713,3683,5243,forest
2117,2687,3532,5846,forest
2307,2615,3493,5118,forest
2838,4240,4489,10289,forest
2274,2589,3205,5112,forest
2058,2399,3054,4751,forest
2969,3585,4633,7111,forest
4109,6023,6462,17026,forest
3631,4528,5649,8552,forest
3893,5466,5898,16004,forest
2995,3906,4653,11823,forest
2333,2792,3663,5243,forest
3703,5577,5911,18592,forest
3585,5256,5013,13802,forest
3703,4614,5754,9535,forest
2287,2825,3421,5439,forest
2064,2372,3257,4810,forest
2209,3355,3100,12432,forest
3106,4778,4430,18035,forest
2097,2412,3244,5086,forest
3808,5289,5590,14627,forest
2143,2687,3362,5223,forest
3368,5112,5072,10328,forest
2202,2582,3133,5203,forest
4175,6042,6599,17590,forest
3873,5269,5734,15066,forest
3237,5144,4961,18238,forest
3401,3985,5171,8264,forest
4601,6547,6737,17570,forest
3493,4568,5629,9935,forest
2576,3205,4096,9909,forest
1992,2425,3205,4863,forest
3873,5518,5813,15584,forest
2182,2582,3395,5072,forest
3467,5472,5498,19549,forest
4155,6245,6331,18527,forest
3683,5269,5335,14929,forest
3480,5610,5754,13271,forest
4181,5957,6665,14719,forest
2235,2635,3244,5610,forest
2274,3781,3663,14103,forest
1402,3205,1855,15486,forest
2038,2851,2798,10735,forest
3467,4155,5289,8225,forest
3703,4581,5951,8952,forest
2228,2674,3375,5177,forest
2464,3716,3028,10957,forest
3368,4941,5335,14208,forest
3454,5433,4928,20204,forest
2091,2523,3296,4941,forest
3591,5354,5230,18769,forest
3270,5040,4797,18992,forest
2018,2458,3002,4732,forest
2222,2700,3146,5348,forest
2091,2536,3224,4922,forest
3644,4889,5190,15433,forest
3388,5059,5407,14942,forest
3414,4876,4876,13723,forest
1907,3552,2595,14136,forest
2156,2720,3604,5230,forest
1914,3696,2490,17282,forest
3578,4247,5518,8533,forest
4391,5210,6789,11449,forest
2444,2923,3611,5394,forest
4948,6167,8113,12353,forest
3493,4332,5118,10184,forest
3663,4515,4981,12930,forest
2916,3971,4345,12111,forest
2897,3926,4581,11383,forest
2484,3939,3729,12773,forest
3368,4810,5616,12891,forest
2517,4417,3801,20801,forest
2025,2287,3152,4712,forest
3532,5335,5302,18330,forest
3185,4764,5118,13913,forest
3447,4961,4778,17439,forest
2169,2510,3382,5171,forest
2025,2438,3355,5079,forest
4365,5505,7091,11265,forest
3722,5013,5951,12930,forest
2294,2602,3296,5105,forest
2268,2864,3886,8670,forest
3296,3919,4928,9522,forest
2864,4646,4660,15263,forest
3677,5433,5643,19438,forest
1973,2425,2687,6593,forest
2471,3552,3670,12321,forest
3382,5361,5354,20047,forest
2576,4194,3965,15846,forest
4011,5800,6449,16240,forest
3146,4004,5053,8329,forest
2143,2648,3434,5099,forest
2281,3991,3257,14405,forest
3244,4771,4535,15040,forest
3683,4830,5741,11606,forest
2326,2576,3316,5203,forest
3434,4391,5734,12104,forest
2503,3985,3840,14700,forest
2228,2621,3401,5197,forest
2326,3395,3532,11816,forest
2274,2851,3722,5643,forest
2235,2903,3755,5335,forest
1691,3316,1658,15807,forest
2569,3159,3618,12170,forest
2248,2707,3565,5328,forest
2877,4666,4411,16482,forest
2123,2779,3899,5426,forest
3598,4895,5675,12445,forest
3578,4594,5682,10512,forest
2772,4555,4102,19248,forest
3060,4496,5289,12773,forest
3703,4889,5761,10794,forest
4076,5177,5276,12013,forest
2464,2811,3532,5276,forest
1573,2851,2189,10735,forest
2825,4247,4063,13933,forest
2752,4378,3447,16213,forest
3028,3873,4463,11403,forest
2077,2759,3231,5754,forest
4319,6023,6200,17321,forest
2366,2929,3919,5525,forest
2091,2556,3257,5020,forest
3454,5007,4974,17111,forest
3578,5184,5171,15669,forest
2870,4758,4312,18710,forest
3060,4502,4463,13920,forest
4148,5643,6075,15840,forest
2969,4057,3860,13834,forest
2431,3303,3591,11233,forest
3585,4797,5702,12085,forest
3578,4411,5787,8736,forest
3755,4974,5957,12222,forest
1907,3015,2346,12720,forest
2202,2805,3257,5485,forest
2261,2693,3310,5190,forest
2143,3526,2779,14975,forest
2772,4574,4122,19582,forest
2746,3414,4548,6698,forest
2326,3015,3421,10682,forest
4234,5374,7163,13153,forest
4686,5970,7419,12321,forest
4070,5354,6619,13238,forest
2202,2720,3532,5380,forest
2635,3421,3578,9870,forest
2287,2648,3401,5217,forest
4430,5564,6868,11757,forest
3853,5498,5518,16102,forest
4587,6082,6534,16895,forest
3552,4358,5616,8349,forest
3467,4365,5820,12576,forest
2241,2635,3139,5079,forest
2438,2792,3447,5289,forest
1920,3074,2628,10610,forest
2307,2825,3637,5184,forest
2123,2667,3205,4928,forest
4227,5413,6678,13677,forest
3506,5171,5538,15584,forest
2195,2628,3336,5223,forest
2077,2503,3500,5197,forest
2576,3545,4437,9994,forest
3834,5623,5885,17911,forest
5027,6737,8303,14424,forest
2464,3604,3572,11587,forest
2130,2654,2943,5472,forest
3631,4365,5525,8592,forest
3604,5230,5413,15086,forest
2097,2471,3172,4961,forest
5020,6095,8041,12117,forest
2005,2582,3185,5125,forest
3814,4935,6075,11069,forest
3395,4011,5374,7720,forest
4378,5361,5302,15165,forest
3375,4660,5099,13998,forest
2300,2772,3303,4882,forest
2189,2517,3434,5033,forest
3100,3591,3690,14169,forest
3794,5053,5538,14274,forest
3441,4686,4935,13861,forest
3598,5407,5348,16561,forest
2366,2949,3716,5354,forest
3631,5335,5498,15250,forest
2281,2713,3591,5335,forest
2628,3336,3677,7989,forest
2766,3277,4234,6947,forest
2307,2713,3611,5341,forest
3015,4699,4070,16312,forest
3480,4633,5066,13513,forest
2071,2412,3139,4771,forest
2038,2477,3310,5053,forest
2045,2576,3106,5321,forest
2307,3178,3572,12583,forest
3958,5688,6029,15375,forest
2228,2471,3080,4961,forest
2648,4286,3834,14201,forest
3074,4692,4791,17203,forest
2117,2635,3323,5013,forest
2104,2438,3237,4909,forest
3074,4135,4850,12629,forest
2372,4168,3434,15984,forest
2982,4646,4293,17616,forest
1999,2359,3041,4614,forest
2110,2497,3375,5105,forest
2136,2536,3080,4889,forest
2202,2595,3506,5394,forest
2163,2497,3270,4738,forest
3270,4129,5374,8205,forest
3178,5079,5118,19241,forest
2143,2654,3172,5118,forest
3985,6003,5957,16829,forest
2752,3447,4463,6717,forest
2163,2523,3172,5190,forest
1966,2182,2910,4214,forest
2123,2536,3513,5158,forest
4234,5551,6534,15112,forest
3853,5544,6101,16135,forest
1999,3559,2851,15381,forest
3270,4352,4542,13232,forest
3624,4725,5479,12511,forest
3873,4915,6075,14090,forest
1979,2549,2923,5420,forest
2248,2897,3690,5413,forest
2143,2464,3421,5210,forest
2969,4188,4240,12098,forest
3414,4581,5315,13100,forest
3414,4705,5492,12589,forest
2431,2949,3644,5446,forest
2340,2700,3526,5289,forest
1658,3087,1979,12144,forest
1743,2752,2589,10689,forest
2864,4161,3631,17537,forest
3945,4771,4758,16226,forest
3624,4384,5453,9063,forest
2425,2975,3683,5656,forest
2307,3113,4102,5957,forest
2215,2805,3421,5151,forest
4168,5210,6744,11298,forest
5249,6757,8166,16751,forest
3834,5361,5774,14673,forest
4424,6403,7078,16915,forest
2110,2576,2943,5505,forest
2228,2707,3427,5249,forest
2831,3618,4791,7065,forest
2556,4483,3840,17406,forest
4974,6350,6049,16764,forest
4515,6160,7648,15696,forest
7569,9430,10433,19359,forest
2399,2982,3801,5498,forest
2136,3467,3303,12629,forest
4011,5911,6698,15709,forest
3578,5171,5426,15728,forest
3408,4463,4948,12511,forest
3375,5105,5197,16915,forest
3329,4954,5276,13743,forest
2156,2687,3231,5210,forest
2202,2739,3834,5767,forest
2451,4011,3644,15938,forest
2661,4319,3709,17858,forest
2235,3598,2818,12950,forest
4089,5767,6462,15971,forest
2123,2680,3224,5354,forest
2431,3657,3768,10374,forest
2340,3611,6514,17550,forest
3801,5505,6173,16941,forest
3670,5361,6042,16167,forest
2359,2556,3473,5144,forest
2169,2608,3060,5459,forest
3827,4725,6042,9673,forest
2117,2693,3768,5885,forest
3251,3762,4889,7150,forest
2130,4161,2864,18435,forest
3382,5086,5276,16528,forest
7078,7445,7930,13310,forest
4017,4915,5190,14890,forest
