B02,B03,B04,B08,class
3486,4705,4227,14798,quarry
1730,2890,1547,20755,quarry
1448,2523,1180,18206,quarry
1363,2399,1239,15329,quarry
2523,4338,3277,20237,quarry
2326,4319,3277,18704,quarry
12321,14811,14916,15316,quarry
2838,4587,3631,17137,quarry
2831,4234,3827,16744,quarry
5374,6449,7379,14011,quarry
4260,6449,2726,1127,quarry
6947,9188,8271,7989,quarry
4974,8533,3060,1999,quarry
2477,4011,2877,22498,quarry
2012,3683,2359,20145,quarry
2097,3775,2235,21469,quarry
3021,4535,3794,16908,quarry
4915,6449,5741,17111,quarry
5269,8415,9149,24635,quarry
14706,14916,13723,14136,quarry
18677,21758,22046,23357,quarry
6167,7353,9254,14916,quarry
2451,3447,2785,14686,quarry
22859,22413,22125,23357,quarry
8926,11010,12137,18769,quarry
2136,3211,2733,18114,quarry
1586,2569,1455,20598,quarry
11338,12727,12281,14647,quarry
4181,5656,5570,16292,quarry
2700,4653,3749,19490,quarry
2254,2759,2254,16607,quarry
19582,20526,19936,20080,quarry
2018,3749,2202,21187,quarry
2228,4194,3244,18061,quarry
18546,22282,22649,22963,quarry
1809,3604,2005,24608,quarry
1828,3159,1868,28685,quarry
7681,8926,9254,10322,quarry
5092,6816,6095,6272,quarry
18428,20067,18573,18985,quarry
2077,3722,2313,22479,quarry
20250,22937,21260,21332,quarry
6567,7851,8454,16109,quarry
3985,5492,5439,18245,quarry
12321,13710,13055,13474,quarry
2228,3382,2641,20355,quarry
2464,4411,3224,21391,quarry
18219,18677,17642,17249,quarry
2189,3172,2110,18042,quarry
3709,5505,6377,16226,quarry
1842,3906,2379,24903,quarry
4928,6449,6776,23671,quarry
1560,2163,1167,19117,quarry
1724,2674,1573,21974,quarry
16174,16908,15873,16036,quarry
1927,3290,2333,19602,quarry
3985,6219,5806,21810,quarry
1448,2438,1252,24300,quarry
2123,4004,2176,24071,quarry
1330,2209,1160,22852,quarry
14077,14470,13133,13677,quarry
7012,7340,7956,11868,quarry
5466,8887,3159,1933,quarry
1606,2300,1291,19287,quarry
19857,21915,20683,20893,quarry
7484,9883,10839,20965,quarry
10040,15794,20027,22963,quarry
1442,2425,1186,19903,quarry
17013,24563,32532,35841,quarry
20145,21391,20394,21548,quarry
2320,3998,2936,20604,quarry
2438,4116,3611,16161,quarry
5236,6868,7576,14680,quarry
2517,4201,3460,16974,quarry
7301,11010,15073,21155,quarry
20447,24012,23199,22839,quarry
2779,4411,3709,17459,quarry
19857,20657,19372,19451,quarry
3395,6160,1992,1134,quarry
16829,18966,19778,20054,quarry
1599,2635,1265,20886,quarry
14837,20499,22256,23724,quarry
5570,9332,3323,2248,quarry
2307,3978,2687,20198,quarry
2425,3952,2864,18684,quarry
2805,4719,3853,18442,quarry
14077,17118,16987,16993,quarry
2615,4365,3985,16161,quarry
1593,2661,1219,22256,quarry
11272,13395,13907,15145,quarry
17668,26791,33370,35828,quarry
2385,4148,3441,16888,quarry
18835,22885,22990,23697,quarry
1560,2779,1429,23868,quarry
5846,7523,7904,16174,quarry
3113,4614,4273,16213,quarry
14876,21862,27761,30513,quarry
2752,4312,3985,15964,quarry
2530,4430,3277,18428,quarry
3539,5144,4810,15624,quarry
2333,4076,2857,22577,quarry
12124,18258,21810,24137,quarry
18835,21286,20945,21522,quarry
2130,3912,3015,18671,quarry
2444,4286,3146,18776,quarry
12530,19346,26424,29753,quarry
13055,18153,20788,23226,quarry
9739,12701,13723,22223,quarry
2399,4096,2811,21830,quarry
12806,12085,10761,11705,quarry
3205,4594,4804,13408,quarry
6121,7851,10027,12838,quarry
5453,8533,3087,2032,quarry
2687,4411,3578,18874,quarry
19359,20866,19910,20683,quarry
3906,6612,2097,1239,quarry
18428,17459,16226,17236,quarry
5348,6934,7314,18061,quarry
12190,13553,12465,13363,quarry
18913,19359,18101,18638,quarry
1239,2248,1016,16816,quarry
14470,14129,13133,14005,quarry
16069,17773,16554,16554,quarry
13513,16266,16528,18415,quarry
3054,4456,3893,17157,quarry
2346,4116,2661,22393,quarry
10512,14365,15899,22256,quarry
20159,21784,21050,21391,quarry
13435,16161,18769,22452,quarry
1966,3821,2576,21600,quarry
1927,3552,2130,22125,quarry
2425,4089,3172,16764,quarry
2281,3762,2359,21633,quarry
4352,7091,2720,1350,quarry
2877,5872,4915,28069,quarry
1311,2261,1153,17681,quarry
4365,5708,5446,16731,quarry
1514,2523,1488,19910,quarry
1422,2189,1337,19058,quarry
3002,4810,4443,16187,quarry
13015,18638,19778,20886,quarry
5217,6986,8402,14346,quarry
2700,4286,3735,16194,quarry
8126,9699,8271,7360,quarry
2798,4797,3788,18723,quarry
9752,12019,13448,16410,quarry
2189,3709,2916,17124,quarry
2910,4220,3906,17812,quarry
2805,4089,3644,15001,quarry
2182,3867,2884,19267,quarry
2582,3801,3205,17400,quarry
4168,6868,2621,1370,quarry
2602,3998,3211,18546,quarry
1311,2241,1134,21102,quarry
2340,4017,2870,19936,quarry
4260,6252,5492,18278,quarry
6907,10040,12714,17026,quarry
10040,13094,12648,13553,quarry
2254,4083,2195,27734,quarry
1678,2608,1416,21961,quarry
3159,4823,4509,16554,quarry
1271,2228,1042,17609,quarry
23645,25664,24169,25015,quarry
2287,3867,2595,17635,quarry
16122,18153,17563,18422,quarry
13055,18677,20919,22275,quarry
19228,21102,19949,20231,quarry
12242,14352,15859,19647,quarry
3460,6121,4037,24582,quarry
3146,4640,4247,15125,quarry
1442,2484,1291,16751,quarry
7772,8808,8139,11593,quarry
1534,2464,1252,18317,quarry
2635,4542,3473,19274,quarry
2752,4102,3447,16613,quarry
27630,29071,27210,27433,quarry
5217,6436,7746,10663,quarry
3893,6763,2497,1435,quarry
1416,2359,1317,19228,quarry
12661,15361,13330,12845,quarry
1573,2635,1219,21253,quarry
1376,2248,1121,18887,quarry
10853,13304,15060,17393,quarry
2123,3775,2503,22387,quarry
7314,8100,9581,10931,quarry
1442,2497,1199,16757,quarry
3172,4561,3500,19267,quarry
2661,3834,3388,17524,quarry
3224,4666,4732,15499,quarry
18127,19582,18861,19038,quarry
3460,5243,1507,793,quarry
3722,6855,8638,15951,quarry
2202,3552,2635,20139,quarry
6619,8703,7812,8349,quarry
13710,20172,23278,25683,quarry
2792,4496,3788,18330,quarry
3028,4705,4181,26548,quarry
4456,6042,5839,18330,quarry
1704,3663,1756,21594,quarry
1665,3958,2576,22229,quarry
17275,21548,22308,23645,quarry
3644,5040,5138,19162,quarry
11456,15545,17629,20440,quarry
21207,21260,19870,20604,quarry
1501,2268,1370,19739,quarry
2484,4102,2936,17924,quarry
1363,1625,754,15925,quarry
1586,2766,1704,22695,quarry
5321,8533,2982,2018,quarry
1665,2477,1278,21181,quarry
4476,7641,2503,1475,quarry
2372,4089,2936,20552,quarry
3119,5203,7510,13821,quarry
14706,17052,17472,19752,quarry
1363,2202,1081,18134,quarry
24431,27079,26555,27046,quarry
5066,6147,7353,9902,quarry
13710,14732,14523,13736,quarry
4535,6593,6789,13697,quarry
1376,3015,1389,26247,quarry
2831,4509,3211,22334,quarry
1966,3998,1959,22688,quarry
12190,16122,16397,18022,quarry
3853,5217,5112,15257,quarry
9634,11573,10119,8598,quarry
8336,11573,13893,16010,quarry
3028,4469,3237,22039,quarry
1448,2523,1127,20938,quarry
5262,7340,7274,15787,quarry
2268,3985,2241,23940,quarry
3919,5426,5492,18861,quarry
1494,2307,1180,19162,quarry
13382,20237,26345,29183,quarry
9254,14024,19044,22413,quarry
2195,3192,2772,16502,quarry
2576,4509,3264,24563,quarry
2123,3670,2392,22341,quarry
3277,4863,4456,16194,quarry
3677,5033,6318,8906,quarry
3408,4876,4587,16167,quarry
7287,8664,8808,15866,quarry
20893,21364,20237,20375,quarry
11167,13107,14156,14916,quarry
6344,7877,7510,15669,quarry
2543,4299,2923,21253,quarry
2425,4207,3146,19438,quarry
3618,5203,5059,14326,quarry
11678,12137,11102,11377,quarry
1461,2517,1219,23357,quarry
2228,3408,2222,20945,quarry
7091,11573,14916,20106,quarry
3133,4338,4207,13992,quarry
1573,2726,1396,21378,quarry
2805,4528,3755,19156,quarry
5833,9267,3008,2071,quarry
8533,10237,11718,13232,quarry
9240,12950,15859,17734,quarry
2759,4411,3709,17170,quarry
5262,6685,7602,14745,quarry
1717,3316,2241,21921,quarry
3572,5407,2969,3618,quarry
9974,11495,9909,5688,quarry
1894,3041,2235,21699,quarry
11220,12622,12491,12747,quarry
2949,4483,4102,16312,quarry
1520,3237,1678,22118,quarry
4522,8126,2687,1678,quarry
2189,4116,2628,23697,quarry
3316,4758,4417,14634,quarry
1534,2549,1226,14811,quarry
2222,3749,2752,22282,quarry
5164,7091,7812,22092,quarry
3441,4640,4089,16305,quarry
2825,4063,3683,17078,quarry
1606,2693,1311,20788,quarry
4561,5584,5151,19962,quarry
11744,15964,19084,20801,quarry
1350,2228,1153,23645,quarry
2222,3880,2707,24274,quarry
1586,2752,1612,23226,quarry
10892,12989,14680,17622,quarry
18140,18730,17590,18258,quarry
2313,3932,3290,21102,quarry
2549,3709,3421,15866,quarry
1566,2268,1199,14005,quarry
1239,2287,1062,20886,quarry
2654,4129,3618,16534,quarry
5158,6527,6986,14804,quarry
1992,4096,1959,24720,quarry
4070,5177,6750,9430,quarry
1416,2235,1180,17983,quarry
6206,6907,6370,7130,quarry
16803,20630,21260,23022,quarry
12399,18035,20159,21266,quarry
21207,22413,21050,21174,quarry
15243,15532,14772,14326,quarry
3637,4791,4771,17052,quarry
1940,3591,2018,23907,quarry
1959,3401,2241,20598,quarry
2326,3952,2818,18612,quarry
1927,3323,1560,23278,quarry
2366,4083,2988,17852,quarry
2792,5046,4771,20165,quarry
21967,22780,20971,21817,quarry
2713,4070,3342,14496,quarry
3028,4705,4378,16646,quarry
3211,4640,4207,16076,quarry
12019,19411,23226,24058,quarry
2772,4365,3539,18612,quarry
1651,2759,2012,16364,quarry
3460,5741,4981,17727,quarry
17930,18415,17262,17904,quarry
1946,2910,2104,17557,quarry
5059,7681,9909,16541,quarry
14260,20919,26345,29202,quarry
16122,20761,24431,26345,quarry
2621,4135,3342,19372,quarry
2313,3644,2929,18153,quarry
1743,3559,1730,24772,quarry
3028,4548,4102,15663,quarry
2366,4122,2805,18022,quarry
9568,11023,9581,11999,quarry
2032,3342,1547,26352,quarry
1494,2320,1258,17885,quarry
2608,4601,3192,21725,quarry
3382,4535,4666,14077,quarry
16109,15977,15322,15414,quarry
4922,6088,6750,16082,quarry
1933,3303,2431,17898,quarry
17734,26633,34183,36549,quarry
1494,2562,1507,20277,quarry
1455,2890,1239,28075,quarry
2923,4319,4063,15506,quarry
10407,14051,15820,18075,quarry
1730,2877,1704,21181,quarry
3198,5328,1730,1009,quarry
2936,4535,3840,15827,quarry
12203,17157,20578,23140,quarry
5623,9083,11023,18350,quarry
19700,20893,20735,21135,quarry
3709,5230,5053,16272,quarry
3251,5702,1678,878,quarry
13304,15519,17537,19936,quarry
1632,2635,1514,22125,quarry
2825,4627,1239,518,quarry
1802,3146,1665,24281,quarry
2248,3906,2726,17596,quarry
21312,20814,19883,19523,quarry
2890,4889,4024,20014,quarry
4627,7812,2838,1789,quarry
4102,7012,2281,1370,quarry
4102,5354,5597,12904,quarry
2654,4712,3998,20270,quarry
2988,4614,3971,17347,quarry
3545,5806,2005,1108,quarry
1835,2870,2143,16587,quarry
3100,4876,4483,18055,quarry
2425,4404,3159,22465,quarry
1324,2228,1068,18684,quarry
17760,20893,18494,22046,quarry
18114,19805,19411,20761,quarry
12307,12321,11220,11672,quarry
2916,4352,3821,16397,quarry
2621,4325,3434,18153,quarry
11547,14129,14811,15230,quarry
2359,4011,2779,22780,quarry
3310,5413,4037,24012,quarry
17393,20604,20657,21594,quarry
2077,3211,1671,24222,quarry
15702,15846,15309,17491,quarry
2805,4168,3853,16036,quarry
2687,3657,3572,19851,quarry
1606,2307,1167,15624,quarry
13513,17773,20657,22485,quarry
1363,3021,1298,30546,quarry
16305,16725,15401,16607,quarry
2569,4306,3251,19661,quarry
2399,4443,3277,22328,quarry
3513,5649,2032,1094,quarry
4640,8061,2497,1409,quarry
1514,2163,1068,19562,quarry
3893,5898,6449,20401,quarry
2431,3788,3008,17891,quarry
2077,3355,1848,23068,quarry
5649,7445,7890,14811,quarry
12570,14431,16056,22387,quarry
2228,3880,2752,20093,quarry
3054,4352,4148,15466,quarry
19595,22465,22308,23232,quarry
2497,3880,3257,18769,quarry
5413,8742,6934,6291,quarry
7405,9909,13277,15846,quarry
3375,4981,4843,15479,quarry
1219,1868,931,17819,quarry
2425,4011,3349,16220,quarry
14418,21967,26476,28881,quarry
2490,3624,3126,16187,quarry
4719,6567,6239,18481,quarry
3703,5525,6291,19189,quarry
6527,6934,6436,6508,quarry
5171,6868,7379,18533,quarry
3342,4856,5190,14778,quarry
3041,5321,3703,18618,quarry
2752,4312,4004,14844,quarry
5557,9096,3185,2058,quarry
2307,4424,3591,18730,quarry
14509,15152,15139,14300,quarry
12910,13579,12701,12694,quarry
16790,18481,17236,17282,quarry
15348,18193,18992,19864,quarry
18756,25506,29229,30625,quarry
2641,4207,3355,18343,quarry
1160,2018,1042,15728,quarry
7982,9503,10944,15971,quarry
2150,3119,1684,25211,quarry
14942,15951,14313,14083,quarry
19647,20145,18586,18966,quarry
14614,20997,26738,29294,quarry
1730,3303,1560,26109,quarry
2595,4666,1494,714,quarry
1422,2346,1186,21096,quarry
3447,5728,1783,924,quarry
2517,4319,3447,19405,quarry
4522,5616,5761,15283,quarry
18992,20761,19569,19143,quarry
13474,19228,22308,24871,quarry
7458,9005,9804,10971,quarry
16043,17891,17052,17642,quarry
2143,3670,2477,19575,quarry
3382,4745,4692,15034,quarry
5289,7209,8585,15178,quarry
4135,6907,2359,1494,quarry
1527,2477,1134,20263,quarry
1802,2693,1442,19713,quarry
1494,2870,1311,29196,quarry
17524,19385,17930,18042,quarry
1586,2982,1593,22754,quarry
2451,4050,3224,17616,quarry
3775,6278,1973,1062,quarry
2412,3985,2687,21024,quarry
1108,1979,1003,15342,quarry
4207,6724,2281,1429,quarry
1389,2294,1258,18428,quarry
1599,3054,1527,26535,quarry
3513,5079,4810,16266,quarry
3296,4810,4640,16194,quarry
1881,3460,2045,25224,quarry
2254,3395,2307,16580,quarry
1422,2176,1167,19005,quarry
10040,11390,10512,10853,quarry
2628,4076,3368,18461,quarry
6580,10040,14641,18134,quarry
1573,2372,1232,21207,quarry
4391,5669,6121,13874,quarry
17629,25768,32374,35336,quarry
6029,9254,10433,20676,quarry
5321,8493,2988,1953,quarry
2530,4102,3683,16358,quarry
19529,21810,21417,21967,quarry
1455,2215,1140,19628,quarry
6789,8965,8139,20604,quarry
2779,4293,3644,16187,quarry
1796,3447,1874,23724,quarry
9214,12373,15820,17491,quarry
2458,4116,3067,18061,quarry
4168,6226,6711,16141,quarry
2641,4981,3041,23802,quarry
17498,20237,19647,20014,quarry
4129,6776,2602,1501,quarry
1717,2870,1507,23403,quarry
2471,3853,3257,20100,quarry
1226,1959,1153,18979,quarry
3093,4954,3985,17419,quarry
4234,6685,3054,2346,quarry
11639,14274,15715,16829,quarry
12360,18586,22570,25303,quarry
17354,18389,17419,17635,quarry
1553,2484,1435,17688,quarry
2254,4122,2798,22387,quarry
5636,7248,9358,15742,quarry
1402,2248,1167,18868,quarry
4417,6816,7995,13966,quarry
3382,5295,2333,2680,quarry
25165,26345,25008,25736,quarry
2307,4155,2910,20945,quarry
1396,2497,1258,21522,quarry
2169,4122,2700,21443,quarry
2444,3939,3113,18717,quarry
3303,4941,4378,17373,quarry
11508,12478,13684,21889,quarry
1494,2661,1265,22918,quarry
1625,2700,1455,20126,quarry
1710,2838,1534,24071,quarry
2005,3886,2281,25460,quarry
3447,5007,5086,16233,quarry
2916,4352,3906,16233,quarry
1809,3368,1776,23468,quarry
1422,2320,1219,20591,quarry
25585,27341,26188,25742,quarry
2497,3749,3126,16095,quarry
1271,2523,1055,21174,quarry
5951,9254,10879,18199,quarry
4535,6226,7786,18402,quarry
2084,3880,2569,25310,quarry
1704,3152,1822,22465,quarry
10145,14208,22596,26555,quarry
9529,10119,8900,9306,quarry
21889,23330,21994,22911,quarry
2549,4338,3690,17668,quarry
1612,2438,1232,18199,quarry
4738,7720,2484,1632,quarry
13382,13789,12910,13369,quarry
1265,2123,1108,19890,quarry
2294,4450,2884,27210,quarry
21994,22387,20735,21207,quarry
1933,3513,2182,23009,quarry
6331,8166,10669,15178,quarry
9109,9634,9293,10276,quarry
3775,5256,4771,15243,quarry
1343,2143,1153,20021,quarry
3500,5951,4830,20126,quarry
2340,3827,2805,19778,quarry
1665,2654,1402,21594,quarry
10577,11547,12845,14837,quarry
7445,9922,11665,16646,quarry
1547,2726,1370,21548,quarry
3172,5439,5072,21443,quarry
14300,17039,18271,18632,quarry
1769,3460,1815,23409,quarry
4378,6868,7261,17550,quarry
1684,3113,1409,21312,quarry
1665,3382,1540,26450,quarry
2752,4555,1160,550,quarry
8913,12045,10656,19726,quarry
1547,2543,1357,20552,quarry
2556,3978,2949,18854,quarry
1402,2176,1298,19621,quarry
13513,19005,19438,20198,quarry
3093,4784,4325,17052,quarry
1678,2372,1566,20204,quarry
3349,5557,2110,2261,quarry
13094,13553,12478,12248,quarry
2038,2798,2084,18173,quarry
1737,2903,1828,22682,quarry
20342,22990,22570,23625,quarry
19385,22256,21417,22662,quarry
22570,24379,23645,23468,quarry
4338,7287,2589,1756,quarry
2123,3853,2615,21011,quarry
2189,3539,2477,21043,quarry
4063,4863,5754,12386,quarry
2523,3893,3316,18265,quarry
1160,1769,780,13992,quarry
14614,14955,14038,14523,quarry
25637,27289,26791,27997,quarry
5007,7078,6488,17878,quarry
12006,14850,15466,15584,quarry
2635,4011,3565,17426,quarry
10472,13461,15702,21784,quarry
2136,3631,2615,19339,quarry
2058,3670,2654,17380,quarry
5295,6934,8375,13762,quarry
7117,7956,9607,17033,quarry
2117,3886,2366,26588,quarry
1992,3821,2294,24300,quarry
4548,7917,2779,1730,quarry
3663,6088,3834,29117,quarry
12439,14654,14837,15211,quarry
1514,2635,1540,22682,quarry
2150,3794,2340,19444,quarry
4194,5453,4666,5911,quarry
1206,2136,1127,20585,quarry
19621,22334,21758,22937,quarry
2438,4437,3486,18789,quarry
15060,17341,17013,17406,quarry
15768,15977,14627,14863,quarry
23226,23068,22098,22334,quarry
4142,6318,2975,2195,quarry
17354,17839,16738,17209,quarry
18625,20447,19805,20316,quarry
11757,12216,11193,11705,quarry
2562,4325,3237,19307,quarry
1153,2300,1180,26837,quarry
12294,18206,23121,26319,quarry
1304,2084,1140,15971,quarry
1835,2949,1520,23796,quarry
1324,2418,1160,21522,quarry
2857,4732,3821,21836,quarry
19778,19136,18992,20218,quarry
3690,4882,4732,18199,quarry
2720,4771,3945,18612,quarry
1743,2811,1914,17557,quarry
4646,5361,6055,7674,quarry
1442,2346,1350,18245,quarry
4797,6671,5531,19988,quarry
7563,9109,10538,14352,quarry
16593,24091,27603,28593,quarry
2248,4155,2766,21043,quarry
4234,6960,2497,1448,quarry
2779,4679,1330,603,quarry
1475,2392,1350,21554,quarry
1927,3447,2307,21227,quarry
1743,2497,1311,18756,quarry
18048,19071,18114,18101,quarry
20145,25401,26266,27059,quarry
13723,13893,12989,13789,quarry
1520,2523,1199,17039,quarry
3368,5007,5007,18173,quarry
8598,12635,15034,16154,quarry
1501,2464,1186,18251,quarry
1671,2910,1429,22151,quarry
5282,8926,13173,16869,quarry
16122,17839,16358,17039,quarry
2949,5256,1514,878,quarry
2503,3952,2910,18409,quarry
2150,4181,2870,21515,quarry
1717,2628,1402,23357,quarry
13264,17747,19267,20152,quarry
2077,3932,2130,25270,quarry
1304,2038,1055,16548,quarry
13041,14129,13133,13703,quarry
1691,2844,1828,20132,quarry
2693,3958,3526,20421,quarry
13277,19661,29543,32813,quarry
3853,6468,2458,1376,quarry
5328,8742,3152,2254,quarry
6501,10577,10630,25696,quarry
10171,11665,12045,15866,quarry
2195,3781,2713,21830,quarry
1389,2595,1180,24320,quarry
4207,5715,6167,14981,quarry
14234,20604,25244,27315,quarry
2746,4201,3644,16272,quarry
2713,4424,3932,18219,quarry
14916,19202,21233,22406,quarry
2202,3742,2870,18166,quarry
2503,4411,2949,18907,quarry
2503,4286,3539,17786,quarry
3316,5551,1920,1717,quarry
3015,4483,4116,15217,quarry
2163,3539,2503,17596,quarry
1632,2595,1376,20630,quarry
5190,5787,7143,9319,quarry
8821,9031,9791,11200,quarry
3211,4784,4607,15977,quarry
1920,3467,2051,24523,quarry
4247,5151,5256,15787,quarry
11141,11456,12347,12301,quarry
3002,4483,3978,16980,quarry
20657,20735,19883,20316,quarry
2477,3971,3093,18704,quarry
2510,4129,3270,17845,quarry
5040,6422,7930,17308,quarry
1370,2209,1062,22420,quarry
12543,12688,11639,12013,quarry
8480,9660,10053,12334,quarry
1612,3578,1776,21810,quarry
1560,2549,1429,23206,quarry
7248,8991,12281,16358,quarry
6534,9725,11613,18035,quarry
1940,3539,1927,23776,quarry
5243,7523,7772,21548,quarry
7274,8755,11206,19923,quarry
2412,3683,3028,19962,quarry
2766,4155,3696,16934,quarry
2340,3906,2707,21030,quarry
2464,4338,3231,23645,quarry
8690,11508,13684,15997,quarry
13605,18402,21050,23638,quarry
4607,7537,2897,1534,quarry
1907,3310,1933,24196,quarry
2530,4391,3146,17668,quarry
2851,4312,3886,16213,quarry
14274,18560,18560,20552,quarry
4483,7183,2766,1861,quarry
3552,5479,3565,25467,quarry
2831,4279,3801,16233,quarry
10341,15532,18193,19962,quarry
2025,3539,2110,22039,quarry
2779,4391,3893,17314,quarry
1547,3015,1409,29805,quarry
15047,23095,27997,31142,quarry
1271,2032,976,14523,quarry
9463,11167,11416,12792,quarry
1691,2569,1507,19497,quarry
3329,4889,4561,15984,quarry
3788,5243,4981,16279,quarry
1212,2438,1167,23507,quarry
13618,14627,12989,13907,quarry
9791,10971,9201,8814,quarry
1887,3172,2189,23442,quarry
8965,10656,9634,10086,quarry
1612,3447,1861,21227,quarry
2543,4168,3342,16967,quarry
9083,9607,8769,9240,quarry
2451,4509,2811,25401,quarry
13055,17301,18428,20336,quarry
26450,27105,25585,25290,quarry
6934,7392,7930,9050,quarry
19621,20342,19595,19962,quarry
5662,7681,7261,20237,quarry
2641,4528,1442,806,quarry
2169,3696,2359,24169,quarry
15820,17105,15060,15158,quarry
3172,4810,3591,21469,quarry
2936,4568,4194,16593,quarry
12937,19058,21495,21921,quarry
16318,18022,17708,18356,quarry
2543,3644,2831,18776,quarry
1435,2340,1219,19451,quarry
3067,4050,3447,17111,quarry
4515,6789,6868,17314,quarry
1704,2438,1376,22885,quarry
2071,4116,2405,19523,quarry
5400,8887,3237,2156,quarry
1638,3028,1337,27151,quarry
10407,14195,16082,18487,quarry
2530,4129,3185,19300,quarry
22046,22046,20761,21345,quarry
2897,4286,3133,20336,quarry
4181,6986,2490,1507,quarry
2385,4057,2988,17301,quarry
2615,4430,3644,20303,quarry
17065,17734,16030,16030,quarry
10223,17052,21181,24458,quarry
11678,13540,12622,12878,quarry
7314,9005,12150,16829,quarry
2405,4220,3080,19910,quarry
1874,3152,1691,25952,quarry
14011,15584,14470,12930,quarry
12439,13972,13487,14621,quarry
2752,4325,3316,17092,quarry
2975,4515,3821,17085,quarry
9909,10486,9489,10735,quarry
2517,4102,3513,20945,quarry
9752,10446,11390,15833,quarry
1311,2451,1153,21600,quarry
2235,3696,2595,19438,quarry
2844,4856,1520,839,quarry
15453,17157,19411,21915,quarry
3178,5276,1547,780,quarry
3336,4843,4719,15047,quarry
1966,3473,1959,21397,quarry
16685,17904,17065,17773,quarry
25768,26922,26581,26817,quarry
1756,3585,2307,19418,quarry
7261,10341,10866,21607,quarry
1553,2399,1402,24589,quarry
1540,2254,1147,14267,quarry
5374,9188,10813,20231,quarry
1953,2733,1363,22996,quarry
4994,5944,5531,19778,quarry
7038,8021,9162,15420,quarry
11888,12399,11534,11475,quarry
2975,4574,3834,17465,quarry
6344,8716,10525,12845,quarry
1330,2399,1278,19982,quarry
2543,4352,3054,18422,quarry
19123,19792,18428,19300,quarry
2471,4463,3447,17105,quarry
1743,2929,2156,21443,quarry
2713,4234,3657,16200,quarry
2307,3735,2831,19523,quarry
2969,4247,3847,16417,quarry
4496,7038,8139,18979,quarry
7038,8480,8703,15224,quarry
2189,3565,2385,20316,quarry
1651,2641,1343,22282,quarry
3146,4705,4876,15460,quarry
1416,2209,1173,15689,quarry
1671,2602,1396,22518,quarry
1959,3539,2071,23724,quarry
3342,5020,4705,17164,quarry
4587,7694,2811,1625,quarry
18350,19411,18035,18120,quarry
3500,4817,4836,15794,quarry
1599,2530,1265,25172,quarry
14706,13657,13749,13992,quarry
13173,16882,17524,18120,quarry
1540,2451,1160,23357,quarry
7314,8454,7641,7111,quarry
5256,8336,3329,2025,quarry
3139,5184,1593,963,quarry
2399,3624,2956,20060,quarry
15820,16371,14824,14601,quarry
1612,2503,1226,20152,quarry
1769,3060,1815,20211,quarry
5898,6580,7576,12334,quarry
17472,17485,16331,16928,quarry
10630,14549,17341,19962,quarry
6173,8651,10931,17393,quarry
15047,16790,16869,17111,quarry
2084,3690,2438,17583,quarry
2687,4129,3932,16954,quarry
1396,1986,970,14378,quarry
1979,2975,2779,16331,quarry
5911,7353,8349,16666,quarry
2261,3657,2667,19084,quarry
10695,17563,23776,27577,quarry
2811,4705,1488,760,quarry
1848,3604,1691,26004,quarry
16829,19634,21417,21915,quarry
1416,2648,1206,21600,quarry
3146,4856,4116,16652,quarry
1206,2025,1114,18428,quarry
15742,17183,15571,16220,quarry
11036,11573,10735,13998,quarry
4863,5492,6331,12661,quarry
12255,13985,15309,20761,quarry
1291,2176,1134,24169,quarry
2018,2982,1534,20847,quarry
2903,4574,3840,18854,quarry
3133,5688,1769,931,quarry
2379,3565,3034,16167,quarry
1842,2910,2110,21279,quarry
5905,9607,3486,2307,quarry
1776,2916,1520,21633,quarry
2464,4168,3316,15971,quarry
6298,10119,13133,18527,quarry
2962,4483,3342,17812,quarry
2215,3277,2490,19018,quarry
13710,18507,21469,23933,quarry
1239,1901,1029,16672,quarry
7052,7930,7497,7890,quarry
5905,7799,10197,18278,quarry
1127,1940,1180,18868,quarry
3421,5059,5544,10872,quarry
1278,2281,1094,18251,quarry
7746,11757,14627,17721,quarry
17826,25139,32768,35474,quarry
1881,3355,2562,14955,quarry
2576,3880,3231,19490,quarry
3853,6422,1894,1062,quarry
1743,3165,1540,27649,quarry
1402,2281,1199,19765,quarry
11167,16882,23095,26417,quarry
17301,18297,17026,16869,quarry
10997,12111,14103,17105,quarry
2490,3932,2988,17616,quarry
2071,3657,2798,15008,quarry
4234,5918,5564,16344,quarry
9096,14758,18297,21233,quarry
3539,5492,4352,21548,quarry
1986,3867,2648,19792,quarry
21443,22570,20997,21777,quarry
14693,17105,17065,18035,quarry
1717,2720,1514,22151,quarry
5780,7314,9280,17249,quarry
2608,4411,3526,19575,quarry
17694,18324,17734,17393,quarry
16882,18717,17694,18396,quarry
24012,25218,23933,24431,quarry
6671,8782,11298,17242,quarry
25401,26450,25401,25690,quarry
1271,2104,1108,19339,quarry
4050,6265,7877,9306,quarry
2353,3945,3198,19156,quarry
2674,4299,3644,16908,quarry
2274,3971,2674,21391,quarry
10171,10813,9974,10551,quarry
1494,2674,1212,20172,quarry
2962,5112,3814,22125,quarry
9385,10905,9411,10263,quarry
13710,13762,13015,13408,quarry
2779,4384,3735,17478,quarry
3762,5505,5459,15938,quarry
2143,3906,2654,20971,quarry
1724,3434,2189,22177,quarry
2241,3395,2693,18396,quarry
2615,4293,3500,18278,quarry
1979,3867,2543,19575,quarry
2621,4469,1363,583,quarry
1389,2326,1173,17131,quarry
14509,23566,30854,32997,quarry
17642,20421,20394,21541,quarry
