B02,B03,B04,B08,class
2562,4587,3382,19778,forest
1402,2346,1291,20277,forest
1678,2523,1350,22911,forest
1494,2726,1376,27787,forest
1475,3192,1337,23127,forest
1389,2248,1180,17917,forest
2517,4699,3113,22308,forest
1809,3513,1560,36077,forest
1534,2543,1599,19733,forest
1160,1966,937,17400,forest
1619,2857,1461,25899,forest
1573,2648,1317,21338,forest
1855,3709,2222,24045,forest
1520,2287,1304,19064,forest
2543,4247,2674,23363,forest
1763,3775,2097,22203,forest
2077,3932,2254,24228,forest
1566,2490,1226,18546,forest
2268,2595,3178,5833,forest
1651,2359,1245,21731,forest
3264,3991,5007,7661,forest
1743,3159,1586,22918,forest
1206,2353,1193,22485,forest
1658,2766,1350,26207,forest
1560,2569,1291,19333,forest
3670,4306,5505,8801,forest
1586,2510,1239,19307,forest
1402,2385,1298,21915,forest
1370,2294,1167,21233,forest
2766,4528,3015,22957,forest
2222,3677,2477,22990,forest
1429,2385,1298,19955,forest
1992,3677,1750,25926,forest
1370,2235,1186,14064,forest
1651,2988,1520,22636,forest
1796,3441,1625,25454,forest
2962,3454,4496,7419,forest
3113,3447,4417,6717,forest
1455,2477,1219,19719,forest
1651,2110,1226,18710,forest
1907,3762,2005,25257,forest
1710,2903,1534,26607,forest
2739,4424,3119,16882,forest
1855,2890,2005,18520,forest
1121,1730,983,14457,forest
1986,3447,1828,27046,forest
1638,2569,1298,21915,forest
1298,2176,1180,17937,forest
1416,2150,1245,13815,forest
1534,2661,1317,23658,forest
1383,2523,1199,23488,forest
1612,2615,1298,23383,forest
1619,2405,1488,21548,forest
1560,2333,1206,20840,forest
1560,2576,1153,20237,forest
1520,2444,1357,21253,forest
1350,1730,1016,18861,forest
2392,4535,2471,25434,forest
1245,1678,1101,16757,forest
1468,2680,1245,18972,forest
1507,2379,1298,19005,forest
1284,2346,1121,20453,forest
3565,4332,5688,8290,forest
1645,2877,1258,27800,forest
1730,2281,1199,16299,forest
1651,2851,1461,23357,forest
1809,2910,1612,16607,forest
1435,2503,1298,21679,forest
1566,2254,1153,18042,forest
1383,2752,1422,19634,forest
2123,3500,2248,20761,forest
1579,3264,1422,22839,forest
2366,4207,3093,19733,forest
1448,2713,1226,23285,forest
2943,4653,3631,20512,forest
1651,2582,1402,19044,forest
1966,2975,2012,20742,forest
2451,2674,3355,4915,forest
1756,3231,1697,29438,forest
1343,2379,1278,19700,forest
1153,2123,1101,18553,forest
1579,2988,1534,19857,forest
1409,2569,1455,19700,forest
1357,2451,1147,19444,forest
1783,3270,1638,24386,forest
1475,2536,1311,18442,forest
2281,4325,2857,21948,forest
1337,2451,1186,20473,forest
1468,2412,1206,15519,forest
1409,2464,1278,22177,forest
2641,4640,3762,18979,forest
1245,1959,931,20270,forest
1429,2202,1206,20211,forest
1448,2641,1317,21843,forest
1370,2248,1212,16148,forest
1455,2510,1298,21260,forest
2254,2661,3277,5276,forest
2431,2713,3316,4810,forest
1291,2058,1167,18094,forest
2385,4273,3257,19497,forest
2333,4640,2582,24097,forest
2189,4352,2648,23121,forest
1206,2268,1075,22387,forest
1665,2530,1252,16718,forest
1599,2458,1167,23625,forest
1560,2530,1278,21181,forest
1291,2287,996,17773,forest
1796,2851,1593,20689,forest
2595,3041,3591,5977,forest
1475,2536,1239,16430,forest
1402,2595,1343,23802,forest
2359,4496,3060,21967,forest
1429,2431,1416,21941,forest
2851,4850,3486,22098,forest
1226,2045,1009,18782,forest
1566,3028,1271,22361,forest
1579,2379,1343,20526,forest
1619,2923,1343,24405,forest
3598,5007,5649,18900,forest
2104,4004,2182,24543,forest
2077,3683,1986,24890,forest
1520,2169,1140,18966,forest
1822,3395,1704,25303,forest
2032,4063,2110,26922,forest
1475,2595,1376,21889,forest
1389,2517,1291,21423,forest
1501,2379,1245,17321,forest
1560,2936,1527,24956,forest
1527,2399,1298,21522,forest
1009,1769,931,11508,forest
1455,2451,1258,19588,forest
1599,2372,1278,18992,forest
2077,3932,2038,25270,forest
1953,2982,2333,16646,forest
1475,2497,1245,21233,forest
1560,2313,1140,18068,forest
1370,2228,1337,14274,forest
2897,3093,3978,6239,forest
1802,3139,1534,21627,forest
1645,2713,1383,17491,forest
1298,2058,1127,18409,forest
1330,1927,1042,20598,forest
1481,2346,1330,16738,forest
1481,2530,1271,21476,forest
2143,2202,2654,4928,forest
1376,2700,1422,22459,forest
1560,2313,1363,22223,forest
2018,3342,2268,21312,forest
1422,2674,1232,24071,forest
1606,2536,1167,21469,forest
1632,2621,1199,19844,forest
2713,3041,3788,5852,forest
2091,3408,2136,22518,forest
1651,2608,1396,19267,forest
1435,2051,1094,21915,forest
1553,2372,1324,21731,forest
3211,4050,4483,9791,forest
2163,2582,2982,5079,forest
2110,4102,1835,32931,forest
1370,2307,1055,19117,forest
1953,3041,1501,29484,forest
2307,4496,2772,23429,forest
1416,2189,1101,14195,forest
1507,2320,1350,17780,forest
2929,3303,4129,7759,forest
1416,2615,1239,22151,forest
1501,2346,1088,19910,forest
1612,2458,1632,15420,forest
1481,2530,1212,20401,forest
1448,2536,1324,21994,forest
1468,2458,1245,24425,forest
3408,4234,4561,10007,forest
1409,2346,1009,17033,forest
1566,2582,1298,26050,forest
2477,2687,3165,4778,forest
1507,2857,1284,25244,forest
1370,2543,1219,18553,forest
1488,2707,1409,25519,forest
2792,3119,3958,6042,forest
1560,2431,1212,19588,forest
2766,3178,3880,5577,forest
1704,2818,1534,21627,forest
1049,1730,904,14129,forest
1560,2530,1311,23186,forest
1691,1979,1678,11010,forest
3270,4391,3801,18468,forest
1376,2405,1193,22406,forest
3041,4102,3434,11927,forest
2215,3906,2720,19988,forest
1422,2464,1363,20761,forest
2903,3585,4089,7255,forest
1612,2523,1284,22249,forest
2333,3814,3578,18697,forest
2215,2385,2693,4220,forest
1868,3506,1901,19307,forest
1429,2582,1284,23802,forest
3447,3821,4836,7314,forest
1940,4234,2320,23324,forest
2464,4365,2831,17616,forest
1907,3690,1946,24405,forest
1488,2713,1265,26011,forest
1370,2077,1140,19261,forest
2798,3133,3735,6147,forest
1651,3283,1625,25329,forest
1475,2733,1219,26234,forest
2543,3028,3290,6744,forest
1612,2903,1271,23409,forest
1350,1973,1055,14444,forest
2254,4181,2621,22465,forest
3133,3591,4561,7183,forest
1717,3198,1651,25244,forest
1461,2576,1416,21600,forest
1475,2346,1232,21181,forest
1357,2294,1219,20493,forest
1560,2674,1658,21076,forest
1357,2150,1232,17262,forest
1350,2320,1121,19444,forest
1271,2359,1108,22144,forest
2228,4207,2943,19772,forest
1612,2720,1514,19333,forest
1691,3395,1737,25067,forest
1442,2209,1101,19628,forest
2897,3355,4142,6966,forest
1311,2143,1068,18107,forest
1855,3585,1874,23796,forest
2523,4555,3290,21089,forest
2916,3310,4096,5983,forest
1311,2359,1291,19221,forest
1370,2228,1153,21797,forest
1402,2274,1298,25605,forest
1507,2562,1127,23317,forest
1625,2995,1520,20473,forest
1481,2608,1114,21836,forest
1475,2405,1134,19379,forest
1914,3447,1920,22485,forest
1003,1796,970,13782,forest
2012,3421,1750,23566,forest
1081,1475,865,16456,forest
2235,4483,2307,25847,forest
1094,1678,904,17072,forest
2503,4247,3303,19661,forest
1468,2713,1350,23357,forest
2366,4194,2615,22859,forest
1363,2385,1304,25303,forest
1475,2045,1199,14175,forest
1442,2444,1363,19162,forest
3178,3709,4719,9155,forest
1481,2549,1291,22046,forest
2005,4437,1887,29497,forest
1737,3224,1684,21174,forest
1232,2195,1212,20408,forest
1507,2320,1186,18481,forest
1324,2241,1094,21561,forest
1226,1861,878,16580,forest
3290,4273,4122,11862,forest
2897,3277,4234,6370,forest
2025,3526,1828,27610,forest
1848,3860,2038,23986,forest
2241,2340,2805,4732,forest
1291,1992,1127,21522,forest
1645,3473,1520,23226,forest
1350,2726,1409,25972,forest
2261,4338,2956,21712,forest
1311,2117,996,19628,forest
1691,3565,1579,24661,forest
1514,2595,1383,19307,forest
1343,2228,1193,13723,forest
1691,2700,1337,20198,forest
1678,3192,1861,24930,forest
1488,2700,1370,22039,forest
1946,3382,2156,18291,forest
1448,2379,1330,21987,forest
1507,2667,1317,22177,forest
2294,2582,3021,6973,forest
1671,2962,1638,24379,forest
1370,2425,1101,22282,forest
1416,2084,1042,14221,forest
2097,3788,2176,22904,forest
1252,2648,1284,17767,forest
1520,2503,1409,19811,forest
1691,2523,1422,21253,forest
2294,4247,2956,22072,forest
1429,2425,1160,23121,forest
1520,2248,1199,20204,forest
1547,2949,1160,25690,forest
1396,2595,1337,20965,forest
1809,2798,1468,21233,forest
1370,2123,1167,17655,forest
1363,2215,1147,22203,forest
2018,3211,1861,24307,forest
1389,1953,1062,17203,forest
1337,2169,1153,20172,forest
2805,4548,3303,20054,forest
2988,5321,3172,25375,forest
2562,4784,3303,23855,forest
1743,2857,1422,23062,forest
2307,2471,2838,4994,forest
1363,1953,1127,15093,forest
1547,3041,1992,19352,forest
1737,3591,1966,23527,forest
1206,2320,1193,22544,forest
1638,3172,1809,20316,forest
1665,2667,1311,23986,forest
2936,3277,4247,6390,forest
1730,2359,1442,18835,forest
2326,4129,2346,23678,forest
1776,3080,1475,22780,forest
1553,2287,1278,20578,forest
1455,2385,1219,19333,forest
1494,2549,1370,17151,forest
1343,2405,1232,21122,forest
1520,2366,1271,19582,forest
3080,3585,4548,7261,forest
2294,4102,2726,22210,forest
1068,1638,970,16325,forest
1953,3513,2018,23638,forest
1593,2431,1232,20342,forest
3093,3552,4699,6875,forest
1488,2569,1311,18278,forest
1402,2136,1127,20198,forest
1566,2648,1363,22708,forest
1586,2399,1206,21266,forest
1357,2333,1127,18940,forest
1298,2012,1140,14005,forest
1717,2674,1284,22492,forest
1809,2910,1625,25139,forest
3133,3486,4496,6560,forest
2313,4260,2058,20218,forest
1547,2359,1311,18029,forest
1252,2536,1153,21391,forest
1514,1920,1167,21679,forest
1337,2405,1206,24078,forest
2025,3788,1920,25637,forest
1350,2202,1180,14804,forest
1586,3133,1540,23140,forest
1330,2261,1180,15991,forest
2595,3421,3552,12557,forest
2766,4555,4050,18212,forest
1396,2615,1376,20703,forest
3552,3814,4791,7517,forest
2556,4175,3447,18494,forest
1219,2261,1153,20054,forest
1468,2379,1167,16417,forest
1979,3395,2399,19818,forest
1783,3283,1730,24431,forest
1370,2438,1239,22020,forest
2890,3382,4352,6357,forest
1501,2359,1226,20860,forest
2045,4234,2254,25408,forest
1416,2261,1193,19379,forest
1599,2818,1481,22695,forest
2176,4561,2333,26325,forest
1396,2635,1167,24300,forest
1494,2294,1271,16639,forest
1658,2608,1337,20178,forest
1337,2438,1219,25028,forest
970,1461,885,15053,forest
2484,2608,3198,5223,forest
1475,2091,1035,15997,forest
1278,2399,1258,20480,forest
1435,2346,1186,16901,forest
2766,3159,4037,6232,forest
1527,2523,1298,21207,forest
1376,2071,1140,17360,forest
1547,2608,1324,21260,forest
1599,2785,1488,23049,forest
1370,2274,1127,23743,forest
1416,2484,1252,21201,forest
1416,2510,1134,18966,forest
1481,2392,1298,21941,forest
1534,2726,1514,21803,forest
1291,2077,1173,13192,forest
1573,2503,1343,19529,forest
3604,4430,5859,8690,forest
2949,3827,3749,7923,forest
1402,2300,1311,19857,forest
1435,2195,1167,13579,forest
2215,4627,2674,27649,forest
1435,2372,1101,17603,forest
2058,3998,2025,26339,forest
1501,2385,1298,19425,forest
1475,2910,1475,26345,forest
1560,2543,1435,19510,forest
1337,2346,931,19785,forest
1514,2752,1343,25526,forest
3074,4391,4299,12458,forest
1370,2195,1180,18560,forest
1422,2503,1258,20729,forest
1409,2857,1324,22734,forest
2163,3886,2425,21961,forest
1593,2766,1488,21017,forest
1547,2517,1245,22544,forest
1357,1940,1094,19418,forest
1625,2405,1167,19274,forest
2254,4279,2503,23599,forest
1343,2621,1206,26633,forest
1638,2910,1651,20807,forest
2733,4024,2936,18697,forest
4102,4823,6370,9673,forest
1461,2405,1252,17694,forest
1619,2857,1370,26915,forest
1422,2136,1134,16764,forest
1284,2215,1167,20014,forest
1501,2228,1186,20480,forest
1907,3690,2333,22046,forest
1553,2464,1239,19162,forest
1494,2359,1311,21967,forest
1376,2287,1167,21351,forest
1121,1933,917,19195,forest
1632,2897,1383,21233,forest
1966,3716,2228,20991,forest
1560,2294,1160,23927,forest
1481,2294,1088,21312,forest
3513,4391,5544,10073,forest
1579,2241,1376,21417,forest
1534,2071,1271,19851,forest
1278,1907,1035,14005,forest
1619,2831,1402,24019,forest
1429,2693,1311,22328,forest
2294,2438,2897,4771,forest
2451,2733,3264,5472,forest
2661,3159,2923,8028,forest
1638,2720,1402,22472,forest
1901,3945,1992,21096,forest
1717,2831,1455,21128,forest
1389,2556,1160,27079,forest
1173,2104,983,19529,forest
1337,2333,1140,18140,forest
1435,2477,1298,20814,forest
1717,2569,1350,17183,forest
1389,2451,1245,18566,forest
1357,2503,1226,23888,forest
1416,2372,1173,21181,forest
1501,2595,1219,23009,forest
1468,2281,1232,21233,forest
2635,3100,3565,6285,forest
1442,2517,1402,17891,forest
1547,2661,1330,22387,forest
1684,2635,1409,19267,forest
1520,2530,1343,20709,forest
1553,2385,1278,21502,forest
1324,1953,1022,13467,forest
1193,1684,852,17229,forest
1304,2346,1278,19287,forest
1389,2130,1258,18625,forest
1481,2209,1252,20014,forest
1357,2254,1147,18232,forest
1075,1665,1009,17321,forest
1134,1737,957,14621,forest
1514,2661,1442,21102,forest
1455,2248,1239,15565,forest
3559,3958,5295,7772,forest
2608,4175,3316,19824,forest
1658,2628,1330,24877,forest
1593,2602,1593,19339,forest
1409,2097,1140,20965,forest
1520,2562,1271,23606,forest
2051,4089,2005,26666,forest
2595,2857,3329,5433,forest
2877,3349,3958,7012,forest
1494,2661,1212,26456,forest
2530,4155,3552,18369,forest
1461,2621,1298,21980,forest
1429,2117,1219,19942,forest
2287,4129,2621,24372,forest
3067,3421,4293,7170,forest
3860,5190,5918,12072,forest
1946,3867,2005,23986,forest
1520,2110,1226,16797,forest
1245,1940,1016,16679,forest
2385,4050,2766,19208,forest
1311,1848,1167,12674,forest
1658,2693,1343,23036,forest
1730,2451,1350,20598,forest
1402,2241,1101,14365,forest
1468,2359,1278,22203,forest
1651,3080,1547,24084,forest
1140,1966,1022,17629,forest
1822,3421,1809,24196,forest
1435,2405,1180,23330,forest
1619,2562,1343,18297,forest
1593,2399,1416,19818,forest
1409,2018,1219,18533,forest
1330,2477,1350,20978,forest
2916,4483,3270,18179,forest
1501,2595,1311,20735,forest
3513,4207,4751,9922,forest
1507,2510,1350,22053,forest
1927,3460,1973,20578,forest
1258,2471,1121,19366,forest
1226,2032,944,19418,forest
2045,3598,1959,27289,forest
1514,2674,1376,21515,forest
1914,3919,1625,30618,forest
1802,2936,1566,23081,forest
1593,2287,1088,14686,forest
2503,2766,3670,5525,forest
1383,2490,1193,24274,forest
2503,4293,3139,19851,forest
1330,2136,1180,19136,forest
1612,2385,1350,19621,forest
1632,3047,1520,22066,forest
1534,2320,1232,20106,forest
1534,2838,1337,23566,forest
1337,2215,1212,21358,forest
1887,3853,2143,24484,forest
2045,4102,2621,25047,forest
1737,3670,1802,28232,forest
1717,2779,1422,21201,forest
2359,3926,2739,22000,forest
1363,2281,1134,20388,forest
1298,2182,1068,18999,forest
2091,4044,2005,26712,forest
1324,2169,1081,18101,forest
1167,2058,990,19051,forest
3421,4030,5453,8965,forest
1599,2635,1350,22918,forest
1730,2582,1284,19923,forest
1547,2759,1520,20047,forest
1134,2169,1160,19366,forest
1422,2071,1035,12098,forest
3060,3683,4719,7392,forest
1560,2195,1094,15283,forest
1337,2490,1245,24294,forest
1822,3958,1868,23068,forest
1671,2949,1461,22904,forest
1180,1625,891,13553,forest
1894,3264,2045,24019,forest
1861,3958,1861,17531,forest
1835,3264,1835,25008,forest
2104,3939,2202,23068,forest
1986,4293,1920,28128,forest
1520,2444,1448,18972,forest
1429,2320,1226,20925,forest
3749,4325,5453,8139,forest
1212,2169,917,16797,forest
1547,2241,1350,21364,forest
1920,3735,1999,23927,forest
2569,3054,3460,9378,forest
1619,2444,1317,21758,forest
1560,3087,1697,23055,forest
1593,2503,1284,20578,forest
1599,2661,1239,20231,forest
1252,2287,1160,18422,forest
2956,4476,3382,15139,forest
2385,4601,3113,21987,forest
1599,2458,1232,20814,forest
1769,3395,1619,26764,forest
1606,2556,1324,16095,forest
1350,1927,1121,19444,forest
1520,2851,1376,23573,forest
1717,2608,1291,20224,forest
2123,3467,2130,19058,forest
1271,1887,1062,19110,forest
1455,2576,1284,19910,forest
1370,2058,1108,14523,forest
1429,2163,1062,19582,forest
2451,3735,2910,20591,forest
2556,4561,3657,18776,forest
1278,2189,1160,19012,forest
2097,3801,2307,21758,forest
2320,4325,2713,20683,forest
1180,1828,898,17124,forest
1809,3211,1612,21469,forest
2608,4358,3513,19228,forest
2503,4705,2752,25375,forest
1593,2353,1219,19595,forest
1573,2595,1212,27236,forest
1514,2818,1468,20526,forest
2045,3473,2104,23330,forest
1612,2484,1442,17996,forest
1422,2464,1252,23730,forest
1350,2215,1147,15361,forest
1475,2556,1193,23625,forest
1507,2517,1239,20984,forest
1520,2320,1239,19313,forest
1442,2143,1206,20362,forest
1730,2739,1199,18363,forest
1461,2353,1199,17177,forest
1402,2399,1101,22695,forest
1357,2392,1278,19261,forest
1402,2477,1271,21705,forest
2549,2687,3310,5013,forest
2569,2687,3427,5177,forest
1442,2091,1114,19556,forest
1219,2077,1101,14778,forest
2969,3237,4096,6108,forest
2648,4483,4030,18363,forest
1468,2353,1153,20165,forest
1494,2543,1422,23920,forest
1245,2045,1186,18638,forest
1186,1868,950,15709,forest
2228,2510,2707,5027,forest
1835,3585,1638,24635,forest
1396,2359,1199,16672,forest
1579,2385,1206,21915,forest
1252,2294,1140,22937,forest
1507,2615,1350,22039,forest
3028,3493,4188,6776,forest
2438,2779,3500,5439,forest
3002,3473,4863,8074,forest
1298,2215,1062,23756,forest
1573,2962,1389,20086,forest
2549,4496,2831,21142,forest
1547,2451,1226,21803,forest
3473,4024,5230,8198,forest
1632,3290,1527,25015,forest
1291,2123,1035,19136,forest
1271,2379,1317,24451,forest
1756,2687,1448,18448,forest
1940,3906,2281,25244,forest
1704,2372,2261,11724,forest
1357,2412,1167,21568,forest
1999,4391,2038,24071,forest
1180,2032,1153,15971,forest
2195,4234,2202,25375,forest
1645,3041,1586,20925,forest
1979,3867,2202,20604,forest
2346,4286,2818,22898,forest
1579,2766,1560,20316,forest
2005,3395,1914,19569,forest
1540,2372,1245,14024,forest
1671,3054,1396,27079,forest
3126,4260,3827,13166,forest
1992,2136,2576,4135,forest
3002,3899,3342,10335,forest
1507,2648,1337,20840,forest
2025,2012,2477,3781,forest
1330,2176,1304,18422,forest
2195,4102,1901,28449,forest
1370,2215,1088,22878,forest
1796,3342,1783,24563,forest
1383,2635,1298,16698,forest
1776,2910,1389,21181,forest
2320,4024,2956,20873,forest
1593,3021,1468,26070,forest
1593,2425,1252,18723,forest
1966,3604,1887,22832,forest
1357,1940,1042,14745,forest
1547,2412,1147,17111,forest
2693,3526,3670,7930,forest
1317,2530,1180,24458,forest
2641,4417,3493,18533,forest
2444,2517,2982,5099,forest
3028,3788,4692,6973,forest
1809,4050,1717,30212,forest
2831,3113,3991,5918,forest
2995,3401,4299,6298,forest
1520,2674,1468,23468,forest
1468,3270,1383,27374,forest
1186,1979,1049,21240,forest
2268,4391,2163,19444,forest
1206,1737,990,17341,forest
1357,2359,1206,21070,forest
1973,3552,1743,27105,forest
2897,4561,3087,16115,forest
1632,2831,1311,23783,forest
1547,2366,1193,14726,forest
1586,2667,1304,24844,forest
1835,3585,1802,24956,forest
1219,1881,1075,17026,forest
2615,2956,3709,5734,forest
1475,2700,1343,21227,forest
2268,4214,2870,23042,forest
1717,4312,1704,29910,forest
2123,3906,1953,27394,forest
1337,2346,1298,19189,forest
1737,3808,1710,27027,forest
3041,3395,4102,6396,forest
1232,1625,996,16285,forest
1678,2582,1298,21620,forest
2792,3867,3585,10794,forest
1769,3002,1422,23016,forest
2641,3945,2956,13789,forest
1789,2956,1586,23095,forest
1429,2209,1193,20788,forest
2910,3283,4260,6567,forest
2123,3618,2110,19261,forest
1363,2281,1153,20611,forest
1612,3028,1475,24536,forest
1429,2326,1311,19575,forest
1678,3198,1494,23488,forest
1311,2281,1121,18933,forest
1448,2471,1153,18396,forest
1730,2805,1455,23704,forest
1396,2405,1212,19379,forest
1422,2346,1245,21679,forest
1121,2058,1081,17557,forest
2530,4155,3480,18822,forest
1579,2477,1186,21089,forest
1514,2556,1219,23914,forest
2857,4266,3283,14896,forest
1560,2517,1396,21227,forest
3015,3513,4266,6612,forest
2779,3827,3342,10820,forest
2254,2418,2851,4817,forest
1389,2235,1226,21017,forest
1363,2379,1265,23350,forest
1468,2523,1167,25323,forest
1370,2163,1081,15571,forest
1651,2438,1311,21509,forest
1199,2189,1088,18048,forest
1343,2032,1088,18422,forest
1507,2385,1330,22924,forest
2379,4207,2418,21469,forest
1337,2490,1167,20860,forest
1809,2995,1560,24720,forest
1783,3336,1514,34065,forest
2176,4096,1927,28462,forest
1520,2844,1422,23809,forest
1422,2254,1127,17970,forest
1435,2576,1232,26266,forest
1265,2261,1075,19287,forest
1429,2215,1232,22203,forest
2353,4279,2497,24798,forest
2156,3998,2635,21096,forest
3093,3565,4535,7360,forest
1815,3447,1822,24962,forest
1488,2281,1232,18206,forest
1632,2693,1350,22675,forest
1094,1743,845,17445,forest
2320,4391,2176,28475,forest
1206,1828,917,16751,forest
2169,4129,2222,23645,forest
1429,2602,1239,23068,forest
1658,3119,1868,23717,forest
1868,2949,1547,26397,forest
1494,2418,1258,20322,forest
2641,4102,3952,17871,forest
4024,5669,6226,17629,forest
1815,3486,1822,28606,forest
1927,3500,1822,24674,forest
2012,4089,2556,21725,forest
1999,3912,2477,19490,forest
2405,3919,2635,23697,forest
1376,2064,1042,18186,forest
2104,3585,1901,23134,forest
3100,3762,4358,14896,forest
1573,2766,1422,29465,forest
1114,1861,1022,16135,forest
2163,3919,1848,27453,forest
1409,2287,1343,20447,forest
1396,2490,1357,20742,forest
1560,2733,1199,26188,forest
1239,1887,898,16030,forest
2313,2589,3237,5603,forest
2648,3002,3840,6488,forest
1389,2543,1265,19910,forest
2150,3919,2268,23140,forest
1940,2857,1743,18848,forest
1494,2569,1258,22570,forest
1743,2890,1507,20919,forest
1842,3080,1940,19719,forest
1606,2405,1311,21338,forest
1619,2975,1435,21548,forest
1337,2425,1186,16613,forest
2884,3277,4220,6626,forest
1579,2818,1337,22492,forest
2805,4234,3867,17616,forest
1402,2635,1291,18553,forest
1665,2464,1311,19411,forest
2143,3126,2628,10912,forest
1291,2202,1127,26627,forest
2274,3735,2490,22229,forest
2005,4129,1907,24084,forest
2674,3840,3565,10938,forest
1730,3316,1894,24667,forest
1383,2254,1239,19942,forest
2582,2929,3486,5518,forest
1540,2674,1324,21489,forest
2844,3224,3683,6724,forest
2032,3932,2136,22387,forest
1461,1815,1245,14201,forest
2012,3722,1901,24353,forest
3532,3985,4850,7379,forest
1638,3093,1599,24661,forest
1252,2215,1081,18828,forest
1579,2700,1284,23645,forest
1049,1638,911,17603,forest
2123,2490,3041,5643,forest
2051,3945,1822,26273,forest
2340,2870,3336,6304,forest
1579,4050,1992,23252,forest
2110,3853,2431,23396,forest
1153,2385,1121,21915,forest
1599,2713,1468,23226,forest
1468,2294,937,18048,forest
1573,2353,1298,23219,forest
3290,3788,4699,6862,forest
2621,3054,3912,6134,forest
1389,2385,1252,18415,forest
1422,2268,1075,19438,forest
1330,2018,1094,17459,forest
1363,2195,1153,18927,forest
1507,2176,1193,16403,forest
2051,3906,2071,25244,forest
2261,2510,2969,5269,forest
1874,3172,1704,24517,forest
1573,2595,1206,21253,forest
2320,4365,2425,26116,forest
3126,4240,4941,17196,forest
1573,2294,1199,20067,forest
1861,3552,1789,27420,forest
1940,3473,1874,20716,forest
1514,2235,1219,20139,forest
3251,4915,4057,23671,forest
1573,2484,1330,18107,forest
1527,2549,1461,19110,forest
1343,1881,1140,18776,forest
3414,4443,4660,13310,forest
1632,2648,1547,23278,forest
1612,2556,1324,22256,forest
1638,2372,1199,15388,forest
1488,2333,1376,17642,forest
1789,3329,1743,23429,forest
1127,2123,957,17537,forest
2005,3840,2477,20893,forest
2949,3473,3939,6940,forest
1409,2399,1219,17891,forest
1298,2287,1278,20788,forest
2136,3447,2549,20558,forest
2831,4548,4011,18029,forest
2982,3342,4443,6829,forest
1520,2635,1284,25139,forest
1494,2379,1094,19228,forest
1678,2451,1226,14346,forest
1317,2123,1042,16751,forest
2366,3657,2687,20526,forest
1409,2399,1108,21076,forest
1612,2313,1219,14778,forest
2923,3395,3932,6573,forest
1389,2215,1180,14103,forest
1284,2182,1173,14595,forest
2451,2805,3604,6055,forest
2589,3460,3441,8257,forest
1239,2045,1075,18035,forest
2195,3788,2444,19713,forest
1625,2739,1422,21397,forest
2379,3867,2693,19955,forest
1416,2477,1343,22944,forest
1396,2359,1245,20394,forest
1468,2287,1114,16790,forest
2517,5164,2975,25795,forest
1494,3054,1363,23409,forest
1409,2294,1232,19110,forest
1271,2202,1206,13218,forest
2713,3264,4050,6993,forest
2195,3932,2412,22203,forest
2772,3047,3821,6095,forest
1520,2431,1252,17124,forest
1363,2287,1167,17976,forest
1769,3500,1540,26712,forest
2844,3310,4129,6232,forest
1488,2353,1239,18101,forest
1402,2431,1226,18618,forest
2313,4037,2674,19516,forest
1822,2975,1442,22334,forest
1468,2222,1153,13723,forest
2018,3663,1966,26647,forest
1370,2621,1265,23324,forest
1540,2379,1258,16744,forest
1547,2608,1324,23036,forest
2176,4168,2287,25375,forest
2300,2451,3041,4666,forest
1350,2556,1252,18795,forest
3624,3952,5046,7648,forest
1284,2235,1226,21214,forest
2497,4863,2903,23383,forest
1435,2104,1147,18560,forest
1822,3224,1783,23042,forest
1350,2123,1055,19726,forest
1756,2910,1429,21489,forest
1317,2032,1121,18828,forest
2143,2608,2870,6763,forest
1475,2058,1186,20781,forest
2169,4273,2641,21895,forest
1507,3198,1337,22721,forest
3565,4083,5302,7845,forest
1481,2425,1271,20152,forest
1887,2910,1671,21017,forest
1088,1756,760,15460,forest
1455,2438,1199,25801,forest
1494,2667,1337,21495,forest
2503,4443,3421,22859,forest
1376,2392,1160,23829,forest
1547,2975,1671,24038,forest
1612,2576,1376,22308,forest
1402,2503,1317,21102,forest
1704,2595,1514,21751,forest
1769,3237,1756,24949,forest
1665,2379,1442,21489,forest
3015,3696,4437,6914,forest
1468,2320,1206,20604,forest
1724,3192,1284,30618,forest
1651,2523,1324,22420,forest
1461,2412,1193,26896,forest
2254,4181,2477,22570,forest
1494,2569,1324,24739,forest
1527,2530,1304,16908,forest
2785,3414,3735,6770,forest
1383,2281,1343,22072,forest
1108,1986,1075,17760,forest
1278,2176,1180,21070,forest
1606,2608,1370,21784,forest
2752,3224,3722,6416,forest
1665,2818,1330,23409,forest
1671,3113,1619,21751,forest
1547,2261,1265,20768,forest
1638,2884,1455,21240,forest
1599,2549,1396,22210,forest
2110,3834,2392,26031,forest
1258,2136,1035,17786,forest
1350,2209,1278,19202,forest
1396,2785,1206,25316,forest
1547,2307,1094,18193,forest
1612,2471,1383,22859,forest
1350,2248,1173,19929,forest
1389,2556,1206,23776,forest
1835,3618,1586,28626,forest
1402,2189,1219,17518,forest
1560,2825,1396,23409,forest
2333,4469,2792,23842,forest
1579,3080,1475,19923,forest
2772,3041,3853,5937,forest
2811,4561,3709,19628,forest
1416,2569,1180,20277,forest
1874,3198,1619,29045,forest
1874,2477,1271,22787,forest
1226,2674,1153,21764,forest
3473,3860,4843,7301,forest
2497,3473,2739,21600,forest
1540,2320,1265,14529,forest
1507,3126,1343,24458,forest
1363,2320,1212,20552,forest
